nquest,Y,CN,CD1,CD2,CD,C,S
922185,25079.322252,14160,0,1500,1500,15660,9419.3222522
922191,17029.322252,15600,0,0,0,15600,1429.3222522
922198,14036.652815,18200,0,2000,2000,20200,-6163.347185
922204,85240.053333,47800,0,0,0,47800,37440.053333
922208,44233.947318,32200,-250,0,-250,31950,12283.947318
922210,13200,12150,0,0,0,12150,1050
922235,15000,11400,0,0,0,11400,3600
922237,19532.987534,25800,150,250,400,26200,-6667.012466
922240,28236.411448,34700,0,1200,1200,35900,-7663.588552
922247,14600,11400,0,750,750,12150,2450
922248,32412.293186,28200,0,3000,3000,31200,1212.2931859
922255,6040,6800,0,0,0,6800,-760
922256,11719.684891,12600,0,0,0,12600,-880.3151085
922257,9823.9658835,12000,0,0,0,12000,-2176.034117
922258,13000.430654,10944,0,0,0,10944,2056.4306541
922265,13000,16180,0,1600,1600,17780,-4780
922267,25840.118867,20240,0,0,0,20240,5600.1188673
922277,3600,10200,0,0,0,10200,-6600
922278,6240,7600,0,0,0,7600,-1360
922280,35012.984286,22600,0,2500,2500,25100,9912.9842858
922281,17200,13500,0,0,0,13500,3700
922283,27203.882178,31200,0,500,500,31700,-4496.117822
922285,16000,14700,0,0,0,14700,1300
922287,17202.100311,24600,0,1700,1700,26300,-9097.899689
922288,7840,11400,0,0,0,11400,-3560
922290,13000,9000,0,0,0,9000,4000
922291,10201.373624,13350,0,0,0,13350,-3148.626376
922293,11282.007176,10200,0,0,0,10200,1082.0071761
922296,14880,9800,0,0,0,9800,5080
922298,14280,14280,0,0,0,14280,0
922299,20644.979311,14100,0,0,0,14100,6544.9793115
922304,34098.42879,10800,0,0,0,10800,23298.42879
922306,11882.552299,11400,0,0,0,11400,482.552299
922311,21600,16100,0,0,0,16100,5500
922336,15480,14150,0,0,0,14150,1330
922338,14043.566196,7850,0,1000,1000,8850,5193.566196
922343,20760,26200,0,0,0,26200,-5440
922344,34373.625633,19200,0,0,0,19200,15173.625633
922348,12001.444844,12000,0,0,0,12000,1.4448438878
922350,10082.27935,8000,0,0,0,8000,2082.2793501
922352,4200,8100,0,0,0,8100,-3900
922353,16801.955313,16800,0,0,0,16800,1.9553131606
922354,15000,19200,0,0,0,19200,-4200
922357,27005.539639,18600,0,0,0,18600,8405.5396386
922363,6000,10400,0,0,0,10400,-4400
922367,43968.812812,31200,0,0,0,31200,12768.812812
922371,15833.189663,17400,0,0,0,17400,-1566.810337
922373,0,10450,0,0,0,10450,-10450
922376,7000,13500,0,0,0,13500,-6500
922378,0,9200,0,0,0,9200,-9200
922380,0,13200,0,0,0,13200,-13200
922385,5403.6652815,5790,0,0,0,5790,-386.3347185
922386,1800,6000,0,0,0,6000,-4200
922393,25384.154572,21400,0,500,500,21900,3484.1545718
922406,1203.6652815,9700,0,0,0,9700,-8496.334718
922412,5614.6611261,9700,0,0,0,9700,-4085.338874
922415,14600,13400,0,0,0,13400,1200
922416,6720,11820,0,0,0,11820,-5100
922418,3600,10800,0,0,0,10800,-7200
922428,10400,11920,0,0,0,11920,-1520
922429,10680,9800,0,0,0,9800,880
922432,25205.911841,19200,0,0,0,19200,6005.911841
922434,12480,12480,0,0,0,12480,0
922435,10080,10080,0,0,0,10080,0
922440,16006.24665,18240,0,0,0,18240,-2233.75335
922449,116011.08206,19900,0,0,0,19900,96111.082061
922450,25511.21157,35400,0,0,0,35400,-9888.78843
922475,23802.627883,18800,0,0,0,18800,5002.6278827
922476,26955.52547,14650,0,0,0,14650,12305.52547
922477,19928.284853,16300,0,0,0,16300,3628.2848533
922478,17738.801695,13680,0,0,0,13680,4058.8016952
922480,21002.042556,24000,0,0,0,24000,-2997.957444
922481,24058.528952,20400,0,269,269,20669,3389.5289515
922486,36329.491185,36600,0,0,0,36600,-270.5088151
922487,6002.2466755,13150,0,0,0,13150,-7147.753324
922493,17.865942106,4244,500,0,500,4744,-4726.134058
922496,39375.074236,43160,0,0,0,43160,-3784.925764
922504,45778.994723,36000,0,0,0,36000,9778.9947234
922506,5820,9600,0,0,0,9600,-3780
922508,31018.038861,21710,0,0,0,21710,9308.0388612
922516,18804.183662,18700,0,2500,2500,21200,-2395.816338
922517,16933.257251,20000,0,3000,3000,23000,-6066.742749
922521,6630,6760,0,0,0,6760,-130
922524,16470,14400,0,0,0,14400,2070
922527,14300,13020,0,0,0,13020,1280
922535,34906.632955,25200,0,2000,2000,27200,7706.6329548
922536,18250,22200,0,0,0,22200,-3950
922537,41205.29712,28200,20000,0,20000,48200,-6994.70288
922563,15400.549792,12000,0,600,600,12600,2800.5497922
922564,11560,10300,0,0,0,10300,1260
922565,23373.665282,21800,0,0,0,21800,1573.6652815
922566,12840,12100,0,0,0,12100,740
922567,16700,15600,0,500,500,16100,600
922568,26682.748244,24400,0,0,0,24400,2282.7482443
922569,19630.636194,14850,0,300,300,15150,4480.6361935
922572,27996.652815,18000,0,0,0,18000,9996.6528152
922578,10030,9650,0,0,0,9650,380
922581,19809.163204,18400,0,0,0,18400,1409.1632038
922588,3623.8243299,7800,0,0,0,7800,-4176.17567
922589,36560.159048,28600,0,0,0,28600,7960.1590484
922616,14305.951724,13200,0,0,0,13200,1105.9517245
922617,24900,18000,0,0,0,18000,6900
922622,20905.494005,19800,0,0,0,19800,1105.4940049
922624,30818.954241,28200,0,0,0,28200,2618.9542412
922628,40607.665418,30000,0,0,0,30000,10607.665418
922629,16202.310179,15000,0,0,0,15000,1202.3101786
922635,15811.240529,12600,0,0,0,12600,3211.2405287
922636,26431.697163,22100,0,0,0,22100,4331.6971632
922638,24001.344684,25100,0,0,0,25100,-1098.655316
922640,22903.213183,22800,0,0,0,22800,103.21318288
922646,11707.537298,10800,0,0,0,10800,907.53729751
922648,25608.828174,24000,0,0,0,24000,1608.8281741
922651,6300,5430,0,0,0,5430,870
922657,8905.8,11805.8,0,0,0,11805.8,-2900
922661,24861.991689,16900,0,600,600,17500,7361.9916891
922671,33454.083549,25200,0,0,0,25200,8254.0835487
922672,14886.4586,17200,0,0,0,17200,-2313.5414
922677,18600,17400,0,0,0,17400,1200
922681,37422.993359,34200,0,700,700,34900,2522.9933589
922692,13102.993976,9420,0,0,0,9420,3682.9939761
922706,15019.501813,13300,0,0,0,13300,1719.5018129
922708,25251.645131,17760,0,350,350,18110,7141.6451311
922711,8178.309188,10800,0,0,0,10800,-2621.690812
922714,19521.223226,15300,0,0,0,15300,4221.2232264
922719,3601.6351598,3600,0,0,0,3600,1.6351597668
922723,16200.053469,10560,0,150,150,10710,5490.0534691
922724,13015.80448,10160,0,0,0,10160,2855.8044802
922725,34032.665743,16600,0,350,350,16950,17082.665743
922726,15637.243285,13600,0,0,0,13600,2037.2432852
922752,16407.362734,12000,0,0,0,12000,4407.3627344
922757,18609.990447,12800,0,0,0,12800,5809.9904466
922758,15850,14400,0,0,0,14400,1450
922761,47329.498831,34600,0,0,0,34600,12729.498831
922763,15705.160916,15200,0,0,0,15200,505.16091581
922769,12600,11800,0,0,0,11800,800
922781,26718.279591,24100,0,0,0,24100,2618.2795914
922796,17220,16200,0,0,0,16200,1020
922800,12204.787706,15400,0,0,0,15400,-3195.212294
922803,14280,15060,0,0,0,15060,-780
922805,25520,21180,0,0,0,21180,4340
922814,26500,24300,-3500,0,-3500,20800,5700
922816,10840,6300,0,0,0,6300,4540
922821,7800,8000,0,0,0,8000,-200
922845,11848.591832,12400,0,0,0,12400,-551.4081675
922846,58820.10575,37400,0,2000,2000,39400,19420.10575
922849,19500,18800,0,0,0,18800,700
922852,19540.875272,17700,0,0,0,17700,1840.8752721
922866,31200,25400,0,0,0,25400,5800
922872,47730.307108,38469.6,0,0,0,38469.6,9260.7071081
922873,41307.592965,33600,0,0,0,33600,7707.5929654
922875,26617.470072,22800,0,0,0,22800,3817.4700716
922888,19212.008474,16600,0,0,0,16600,2612.008474
922891,18850,17400,0,0,0,17400,1450
922892,5642.9322252,12420,0,0,0,12420,-6777.067775
922894,2340,12000,0,0,0,12000,-9660
922898,34512.828485,21600,0,0,0,21600,12912.828485
922903,13372.866742,11400,0,0,0,11400,1972.8667425
922905,25734.629707,21600,0,0,0,21600,4134.6297073
922935,37049.547308,15300,0,0,0,15300,21749.547308
922941,34635.121343,6000,0,0,0,6000,28635.121343
922981,78143.876503,67600,0,1000,1000,68600,9543.8765035
922985,13924.087118,9780,0,249,249,10029,3895.0871182
922987,2010.9958446,9900,0,0,0,9900,-7889.004155
922994,52817.289009,44400,27000,1000,28000,72400,-19582.71099
922998,32809.958446,31200,0,2000,2000,33200,-390.0415543
922999,36537.966757,33400,0,4000,4000,37400,-862.0332434
923002,25799.02099,25200,0,0,0,25200,599.02099
923012,39127.489611,28300,30000,0,30000,58300,-19172.51039
923033,20005.793193,8400,0,0,0,8400,11605.793193
923034,48996.638523,16650,5000,0,5000,21650,27346.638523
923041,33451.467504,6600,0,0,0,6600,26851.467504
923076,19850.025842,9000,0,0,0,9000,10850.025842
923079,44296.457708,18500,0,1000,1000,19500,24796.457708
923081,20135.945741,14220,0,0,0,14220,5915.9457413
923082,41046.105519,17400,15000,1000,16000,33400,7646.1055186
923083,44095.487402,12000,0,0,0,12000,32095.487402
923084,42046.658977,14400,0,500,500,14900,27146.658977
923085,35834.385597,16900,0,200,200,17100,18734.385597
923123,8070.3956174,3960,0,0,0,3960,4110.3956174
923124,19818.379758,7800,0,100,100,7900,11918.379758
923126,33298.534875,9960,0,0,0,9960,23338.534875
923127,18736.489215,8400,0,0,0,8400,10336.489215
923129,30343.037898,15860,0,1000,1000,16860,13483.037898
923130,5661.9909309,9120,0,0,0,9120,-3458.009069
923131,22312.256299,9000,0,600,600,9600,12712.256299
923138,26869.016561,18600,0,1500,1500,20100,6769.0165606
923166,32015.027654,27600,0,0,0,27600,4415.0276542
923167,23607.330563,30000,0,1000,1000,31000,-7392.669437
923168,11400,15600,0,0,0,15600,-4200
923172,20500,15700,0,0,0,15700,4800
923174,34000,18000,0,0,0,18000,16000
923180,15629,14786,0,0,0,14786,843
923188,18073.67699,11400,0,2500,2500,13900,4173.67699
923190,14071.076835,10900,0,0,0,10900,3171.0768352
923196,24053.470895,15400,0,0,0,15400,8653.4708949
923203,25863.569777,16200,0,2000,2000,18200,7663.5697769
923204,27404.61049,21060,0,1500,1500,22560,4844.61049
923209,26299.22919,13200,0,2500,2500,15700,10599.22919
923211,44119.095884,10800,0,0,0,10800,33319.095884
923212,16200,22720,0,0,0,22720,-6520
923213,8564,8200,0,0,0,8200,364
923217,35643.665282,42000,0,0,0,42000,-6356.334718
923219,14497.489611,11650,0,0,0,11650,2847.4896114
923220,17600,15800,0,0,0,15800,1800
923221,22150,20532,0,0,0,20532,1618
923222,30160,27000,0,0,0,27000,3160
923225,8640,8900,0,0,0,8900,-260
923226,15574,16180,0,0,0,16180,-606
923227,11283,9600,0,0,0,9600,1683
923229,12500,12000,0,0,0,12000,500
923258,63877.983378,19700,0,0,0,19700,44177.983378
923261,16825.500534,9600,0,0,0,9600,7225.5005337
923266,35903.665282,26500,0,0,0,26500,9403.6652815
923284,17037.449987,8400,0,700,700,9100,7937.4499869
923289,24123.258061,15448.557167,0,0,0,15448.557167,8674.7008937
923299,27282.146981,17600,0,2500,2500,20100,7182.1469806
923304,21241.146049,14300,0,0,0,14300,6941.1460492
923305,81610,35300,0,15000,15000,50300,31310
923306,15049.580874,11400,0,300,300,11700,3349.5808741
923309,38409.723539,24000,0,0,0,24000,14409.723539
923310,13896.087966,13160,-3500,400,-3100,10060,3836.0879655
923318,14867.556319,14150,0,0,0,14150,717.55631873
923322,39615.290413,25100,0,900,900,26000,13615.290413
923327,18522.388161,19860,0,1200,1200,21060,-2537.611839
923346,36827.618422,20000,0,0,0,20000,16827.618422
923350,42524.544991,16800,0,0,0,16800,25724.544991
923351,53419.776181,18000,0,1200,1200,19200,34219.776181
923354,17416.793285,17000,0,0,0,17000,416.79328497
923355,11433.076887,7200,0,0,0,7200,4233.0768867
923394,45269.396952,9600,0,0,0,9600,35669.396952
923397,34353.958459,18000,0,0,0,18000,16353.958459
923399,39254.937669,26500,0,2500,2500,29000,10254.937669
923402,22744.613914,23660,0,2500,2500,26160,-3415.386086
923404,6003.2987534,26000,0,0,0,26000,-19996.70125
923405,49438.820424,24400,0,3000,3000,27400,22038.820424
923406,83966.652815,34400,0,3000,3000,37400,46566.652815
923407,34770.952799,27900,0,0,0,27900,6870.952799
923409,27727.489611,16900,0,5000,5000,21900,5827.4896114
923414,59687.855078,12600,0,0,0,12600,47087.855078
923416,55587.812067,26500,0,0,0,26500,29087.812067
923418,16462.843804,12520,0,0,0,12520,3942.8438038
923419,39819.059464,22800,0,10000,10000,32800,7019.0594639
923421,31910.995845,23200,0,5000,5000,28200,3710.9958446
923422,27003.665282,24800,0,5000,5000,29800,-2796.334718
923423,30752.872617,24000,0,10000,10000,34000,-3247.127383
923430,17234.253766,10100,0,0,0,10100,7134.253766
923436,15138.574384,8760,0,0,0,8760,6378.5743845
923437,7100,9600,0,0,0,9600,-2500
923438,50874.523853,19969.6,0,0,0,19969.6,30904.923853
923439,33600,7200,0,0,0,7200,26400
923441,23617.749246,17400,0,0,0,17400,6217.7492463
923442,78483.909842,52400,0,9000,9000,61400,17083.909842
923443,31356.813014,25350,0,0,0,25350,6006.8130139
923444,21911.49649,16400,0,0,0,16400,5511.4964898
923446,12718.469782,9600,0,0,0,9600,3118.4697821
923447,6000,7200,0,0,0,7200,-1200
923482,10965.301341,6720,0,0,0,6720,4245.301341
923485,15472.407264,8160,0,0,0,8160,7312.4072643
923489,10131.955727,8880,0,0,0,8880,1251.9557268
923490,16558.790112,11760,0,0,0,11760,4798.7901119
923491,17383.785454,24480,0,500,500,24980,-7596.214546
923494,12271.166383,6600,0,0,0,6600,5671.1663835
923496,9433.5406138,7540,0,0,0,7540,1893.5406138
923497,5232.3862744,4620,0,220,220,4840,392.38627437
923498,40077.294934,29100,0,0,0,29100,10977.294934
923500,20227.909801,14400,0,0,0,14400,5827.909801
923501,14403.954669,13800,0,0,0,13800,603.95466943
923526,14548.209152,12960,0,0,0,12960,1588.2091515
923530,27711.895698,16400,0,0,0,16400,11311.895698
923531,28817.782764,17600,0,700,700,18300,10517.782764
923532,27931.169014,22560,0,0,0,22560,5371.1690145
923533,18260,11060,0,0,0,11060,7200
923534,28770.480034,11400,0,7000,7000,18400,10370.480034
923535,54674.975719,27150,0,0,0,27150,27524.975719
923541,11900.52919,12000,0,0,0,12000,-99.47080974
923542,46454.282277,15000,0,0,0,15000,31454.282277
923574,40167.593351,35700,0,2500,2500,38200,1967.5933513
923576,37581.272387,49200,10000,2000,12000,61200,-23618.72761
923577,26921.832641,27600,0,0,0,27600,-678.1673592
923578,24427.489611,27700,0,5000,5000,32700,-8272.510389
923580,20001.466113,17400,0,0,0,17400,2601.4661126
923581,37527.489611,21600,0,0,0,21600,15927.489611
923583,70231.154893,12000,2000,0,2000,14000,56231.154893
923588,58405.86445,14600,1500,1300,2800,17400,41005.86445
923624,11530.971468,10200,0,0,0,10200,1330.9714679
923630,12000,6000,0,0,0,6000,6000
923635,20737.089758,21000,80,0,80,21080,-342.9102421
923636,27690.138179,26700,0,0,0,26700,990.13817892
923639,53998.209988,31640,0,250,250,31890,22108.209988
923640,12025.041177,11600,0,0,0,11600,425.04117721
923642,12634.569159,11400,0,0,0,11400,1234.5691591
923643,24334.503955,16800,0,0,0,16800,7534.5039545
923645,17425.271684,16900,0,0,0,16900,525.27168435
923646,12025.029762,13000,0,0,0,13000,-974.9702381
923647,19200,8400,0,0,0,8400,10800
923648,18529.635566,16380,0,0,0,16380,2149.6355663
923649,30037.310141,21000,0,150,150,21150,8887.3101415
923653,26425.028097,18000,0,0,0,18000,8425.0280972
923654,22097.614414,18000,0,0,0,18000,4097.6144143
923655,11975.189494,13440,-3000,0,-3000,10440,1535.189494
923657,11906.659503,13804,0,0,0,13804,-1897.340497
923659,24037.974367,15800,0,0,0,15800,8237.9743666
923660,40038.477103,24000,0,300,300,24300,15738.477103
923664,12618.579465,10800,0,0,0,10800,1818.5794655
923677,21528.09879,20400,0,0,0,20400,1128.0987899
923709,14914.662226,10480,0,0,0,10480,4434.6622264
923711,14205.038542,13200,0,0,0,13200,1005.0385425
923712,12295.87311,11100,0,0,0,11100,1195.8731099
923729,58215.330666,17400,0,800,800,18200,40015.330666
923739,13634.371634,21600,0,400,400,22000,-8365.628366
923741,3600,16800,0,0,0,16800,-13200
923742,13010.657938,13220,0,0,0,13220,-209.3420615
923746,33340.766887,28600,0,1000,1000,29600,3740.766887
923749,34517.494576,11400,0,300,300,11700,22817.494576
923750,24311.235402,9600,0,800,800,10400,13911.235402
923796,24334.10531,16800,0,0,0,16800,7534.1053095
923801,12075.578369,10800,0,0,0,10800,1275.5783685
923804,45100.669729,22800,0,300,300,23100,22000.669729
923805,18037.989571,9400,0,0,0,9400,8637.9895714
923808,15625.016359,13200,0,0,0,13200,2425.016359
923809,19958.572746,9120,0,0,0,9120,10838.572746
923811,12638.430844,13600,0,0,0,13600,-961.5691562
923818,7471.2334186,6000,0,0,0,6000,1471.2334186
923824,11700.61167,5500,0,0,0,5500,6200.6116701
923833,40837.176665,16800,0,0,0,16800,24037.176665
923834,30055.729201,13200,0,350,350,13550,16505.729201
923835,17419.269004,12200,0,0,0,12200,5219.2690043
923836,21638.029194,7200,0,0,0,7200,14438.029194
923837,23634.894306,10800,0,0,0,10800,12834.894306
923838,7800,4800,0,0,0,4800,3000
923844,19237.025133,7200,0,0,0,7200,12037.025133
923846,13361.638403,9810,0,0,0,9810,3551.6384032
923850,11780.390565,5400,0,0,0,5400,6380.3905653
923851,13970.266473,7200,0,0,0,7200,6770.2664732
923853,43350.787907,18000,-4000,340,-3660,14340,29010.787907
923859,23400.967102,15600,0,0,0,15600,7800.9671019
923861,12514.604587,6200,0,0,0,6200,6314.6045874
923870,25635.954472,22800,0,0,0,22800,2835.9544724
923873,24377.042107,19800,0,0,0,19800,4577.042107
923874,35025.648698,16400,0,0,0,16400,18625.648698
923881,18010.964096,15600,14000,0,14000,29600,-11589.0359
923883,12000,3600,0,0,0,3600,8400
923887,12700,14820,0,0,0,14820,-2120
923888,16216.127239,10200,0,0,0,10200,6016.1272387
923891,19873.30563,5400,0,0,0,5400,14473.30563
923893,8403.6652815,6600,0,0,0,6600,1803.6652815
923895,11522.281812,21690,0,0,0,21690,-10167.71819
923899,49003.665282,14400,0,0,0,14400,34603.665282
923900,15007.330563,26800,0,0,0,26800,-11792.66944
923903,17803.665282,12000,0,0,0,12000,5803.6652815
923907,18125.656971,12000,0,0,0,12000,6125.6569707
923911,13214.661126,9400,0,0,0,9400,3814.6611261
923912,18010.995845,9600,0,0,0,9600,8410.9958446
923916,10805.497922,4800,0,0,0,4800,6005.4979223
923919,16803.665282,9960,0,0,0,9960,6843.6652815
923935,16408.430898,9600,0,0,0,9600,6808.4308984
923940,12400,9600,0,0,0,9600,2800
923959,21624.356752,9600,0,1000,1000,10600,11024.356752
923976,17908.09055,8400,0,0,0,8400,9508.0905501
923977,30017.686772,17400,0,0,0,17400,12617.686772
923978,18720.771249,14700,0,0,0,14700,4020.7712493
923984,25041.114808,14600,0,0,0,14600,10441.114808
923987,66751.669724,37200,0,0,0,37200,29551.669724
923990,18017.913561,10200,0,0,0,10200,7817.9135609
923991,8610.5086346,6240,0,0,0,6240,2370.5086346
923994,8001.9533281,8400,0,0,0,8400,-398.0466719
923999,15014.158192,10200,0,0,0,10200,4814.1581917
924001,20005.428697,11400,0,0,0,11400,8605.4286972
924005,21618.612922,15800,0,0,0,15800,5818.6129222
924011,16818.49109,13800,0,0,0,13800,3018.4910903
924013,44573.396922,28800,0,0,0,28800,15773.396922
924014,5000,6000,0,0,0,6000,-1000
924016,11440.71189,10200,0,0,0,10200,1240.7118905
924017,15000,15000,0,0,0,15000,0
924020,15016.917814,10800,0,0,0,10800,4216.9178138
924026,30133.988539,33600,0,0,0,33600,-3466.011461
924029,18513.540723,17100,0,0,0,17100,1413.5407225
924034,13605.497922,16500,0,0,0,16500,-2894.502078
924035,37525.656971,27300,0,0,0,27300,10225.656971
924036,68542.166437,63000,0,0,0,63000,5542.1664365
924041,23616.511069,33200,0,0,0,33200,-9583.488931
924045,31213.564254,24600,0,0,0,24600,6613.5642541
924068,19610.262788,12160,0,0,0,12160,7450.2627883
924069,60400.531671,35300,0,0,0,35300,25100.531671
924070,14849.593351,10200,0,0,0,10200,4649.5933513
924071,18200,15800,0,0,0,15800,2400
924072,17233.92807,12740,0,0,0,12740,4493.9280698
924081,1650,4300,0,0,0,4300,-2650
924082,48034.478261,16920,0,0,0,16920,31114.478261
924083,48306.736089,18700,0,0,0,18700,29606.736089
924087,24400,17700,0,0,0,17700,6700
924088,19005.906553,22800,2000,1000,3000,25800,-6794.093447
924093,27800,17750,0,0,0,17750,10050
924101,16451.282849,13660,0,0,0,13660,2791.2828485
924106,2400,2160,0,0,0,2160,240
924116,28316.309882,19400,0,0,0,19400,8916.3098823
924120,13885.985744,14400,0,750,750,15150,-1264.014256
924121,13369.85353,9750,0,0,0,9750,3619.8535301
924122,16691.332284,15400,0,0,0,15400,1291.3322843
924123,12607.330563,10200,0,0,0,10200,2407.330563
924126,18618.161809,15200,0,0,0,15200,3418.1618088
924127,29255.307699,19200,0,0,0,19200,10055.307699
924134,20207.330563,11950,3000,0,3000,14950,5257.330563
924140,87371.551856,31200,12000,0,12000,43200,44171.551856
924141,19356.678636,13640,0,0,0,13640,5716.6786357
924143,55240,54400,0,0,0,54400,840
924156,23678.086918,9000,0,0,0,9000,14678.086918
924161,50550.828588,13200,0,0,0,13200,37350.828588
924162,9617.552341,19000,0,0,0,19000,-9382.447659
924169,53059.838911,8400,20000,5000,25000,33400,19659.838911
924171,44700.982695,10200,0,1000,1000,11200,33500.982695
924173,19239.671018,10400,0,0,0,10400,8839.6710181
924176,19006.070911,12800,0,1150,1150,13950,5056.070911
924204,17594.372948,25500,13000,0,13000,38500,-20905.62705
924205,9252.581742,11100,0,0,0,11100,-1847.418258
924206,45474.953873,23000,0,0,0,23000,22474.953873
924207,23702.665876,20400,0,400,400,20800,2902.6658757
924208,18007.409506,13020,6000,0,6000,19020,-1012.590494
924212,27018.805952,15000,0,0,0,15000,12018.805952
924213,8820.8921047,17200,0,0,0,17200,-8379.107895
924215,18164.718376,13200,0,0,0,13200,4964.7183756
924219,44003.665282,23800,5500,0,5500,29300,14703.665282
924221,27435.108209,18000,0,0,0,18000,9435.1082092
924225,20838.926375,16000,0,0,0,16000,4838.9263753
924226,18261.462842,18600,0,0,0,18600,-338.5371584
924229,13270.354605,9600,0,0,0,9600,3670.3546053
924238,19713.612904,11840,0,0,0,11840,7873.6129042
924248,10800,10800,0,0,0,10800,0
924255,34778.061843,34100,0,100,100,34200,578.06184277
924261,15632.71228,8400,0,0,0,8400,7232.7122797
924264,33978.261359,29800,0,0,0,29800,4178.2613594
924269,13233.571161,9600,0,0,0,9600,3633.5711611
924271,18651.796846,10200,0,200,200,10400,8251.7968463
924279,23036.68131,10800,0,0,0,10800,12236.68131
924280,12625.238604,11360,0,0,0,11360,1265.238604
924281,10400,8840,0,0,0,8840,1560
924287,9100,6700,0,0,0,6700,2400
924288,33211.028854,17600,0,600,600,18200,15011.028854
924289,27654.141019,23200,0,1000,1000,24200,3454.1410187
924290,19529.428654,16800,0,0,0,16800,2729.428654
924291,26571.673331,13200,0,0,0,13200,13371.673331
924292,22229.75454,19800,0,0,0,19800,2429.7545403
924294,12024.487796,11600,0,500,500,12100,-75.51220373
924301,38464.142427,21900,13000,0,13000,34900,3564.1424267
924304,23789.577188,16200,0,300,300,16500,7289.5771884
924310,77073.717735,43200,0,2000,2000,45200,31873.717735
924312,37380.433309,22000,0,400,400,22400,14980.433309
924319,25255.492761,15600,0,0,0,15600,9655.4927614
924322,15026.654672,14400,0,0,0,14400,626.6546719
924323,9234.4550025,21600,0,0,0,21600,-12365.545
924324,30837.257181,20400,0,300,300,20700,10137.257181
924326,9600,9240,0,0,0,9240,360
924327,23725.928201,16200,0,0,0,16200,7525.928201
924331,20226.098386,16200,0,450,450,16650,3576.0983864
924337,21626.297349,18100,0,0,0,18100,3526.2973485
924340,17841.231676,13200,0,0,0,13200,4641.2316759
924350,20418.952529,16200,0,1500,1500,17700,2718.9525294
924361,14550,12000,0,0,0,12000,2550
924364,18592.94016,10800,0,800,800,11600,6992.94016
924366,10800,9000,0,0,0,9000,1800
924382,18000,10800,0,0,0,10800,7200
924388,14460.155355,8400,0,1000,1000,9400,5060.1553547
924400,9200,18600,0,0,0,18600,-9400
924401,16686.849865,14130,0,0,0,14130,2556.8498646
924416,16306.633207,15300,15000,0,15000,30300,-13993.36679
924422,5260.6412677,12000,0,3000,3000,15000,-9739.358732
924423,7024.9174722,15800,0,0,0,15800,-8775.082528
924426,23614.610212,21000,1500,0,1500,22500,1114.6102116
924471,18960,17800,0,0,0,17800,1160
924482,21959.163204,16000,0,0,0,16000,5959.1632038
924483,31369,27600,0,0,0,27600,3769
924492,69667.565551,46600,0,0,0,46600,23067.565551
924498,23815.497922,13000,0,0,0,13000,10815.497922
924499,37261.612546,25700,0,0,0,25700,11561.612546
924501,21250,17400,0,0,0,17400,3850
924509,0,14760,0,0,0,14760,-14760
924513,10324.892247,20400,12000,0,12000,32400,-22075.10775
924516,25800,22900,0,0,0,22900,2900
924522,79107.64866,67460,0,0,0,67460,11647.64866
924523,56835.085755,34000,14000,0,14000,48000,8835.0857549
924524,22346.611261,8400,0,0,0,8400,13946.611261
924525,7124,7836,0,0,0,7836,-712
924535,23828.326408,14400,8000,0,8000,22400,1428.3264076
924537,45814.398338,25200,0,0,0,25200,20614.398338
924539,36906.097727,28100,0,2000,2000,30100,6806.0977265
924546,26207.330563,31200,0,0,0,31200,-4992.669437
924557,19818,27600,800,0,800,28400,-8582
924562,24086.544836,16780,0,0,0,16780,7306.5448357
924567,39473.30563,10900,0,0,0,10900,28573.30563
924572,15683.344197,7700,0,0,0,7700,7983.3441968
924575,17620.828485,8140,0,0,0,8140,9480.8284853
924577,25623.82433,10800,0,0,0,10800,14823.82433
924580,13001.099584,16800,0,0,0,16800,-3798.900416
924581,4500.1832641,10560,0,0,0,10560,-6059.816736
924583,68582.958446,20400,0,0,0,20400,48182.958446
924606,7456.0055386,11400,0,0,0,11400,-3943.994461
924610,31957.192146,13160,0,0,0,13160,18797.192146
924611,66839.791691,34800,0,0,0,34800,32039.791691
924612,33456.565343,21000,0,0,0,21000,12456.565343
924617,6500,7400,0,0,0,7400,-900
924618,13366.520656,11500,0,0,0,11500,1866.5206562
924619,49285.183085,25900,0,0,0,25900,23385.183085
924622,10200,11800,0,0,0,11800,-1600
924623,11535.434274,10800,0,0,0,10800,735.43427437
924625,12360,13600,0,0,0,13600,-1240
924651,16649.593351,14900,0,320,320,15220,1429.5933513
924652,35037.493738,12600,0,0,0,12600,22437.493738
924653,14677.290443,13200,0,0,0,13200,1477.2904425
924654,18164.159048,11400,0,0,0,11400,6764.1590484
924656,13191.226106,17040,0,370,370,17410,-4218.773894
924663,36359.951569,16800,0,1200,1200,18000,18359.951569
924669,18508.063619,12700,0,0,0,12700,5808.0636194
924671,21916.222668,15290,0,290,290,15580,6336.2226677
924676,14220.403181,13480,0,0,0,13480,740.40318097
924677,7500,7632,0,0,0,7632,-132
924682,18838.008969,11100,0,0,0,11100,7738.0089694
924685,22409.786302,14660,0,0,0,14660,7749.7863017
924687,12202.492391,10500,2000,0,2000,12500,-297.5076086
924695,1200,3600,0,200,200,3800,-2600
924696,21871.058682,14500,0,0,0,14500,7371.0586816
924698,11932.352447,7600,0,0,0,7600,4332.3524466
924699,16828.022005,10700,0,0,0,10700,6128.0220049
924700,17026.826659,13800,0,0,0,13800,3226.8266586
