nquest,nord,intper,entepen,tipopen,decor,tpens,mesipen,arret,tarret,quotape
918105,1,1,1,1,2003,2500,13,2,0,85
918108,1,1,1,1,2007,1200,13,2,0,60
918108,2,1,1,1,2008,800,13,2,0,60
918109,1,1,1,1,1999,800,13,2,0,60
918110,1,1,1,1,2001,1000,13,2,0,60
918111,1,1,1,1,1993,1100,13,2,0,70
918158,1,1,1,1,2002,1500,13,1,1000,90
918192,1,1,1,1,1991,900,13,2,0,80
918194,1,1,1,1,2010,1090,13,2,0,60
918196,1,1,1,1,1998,800,13,2,0,80
918196,2,1,1,1,1998,900,13,2,0,80
918197,1,1,1,1,2001,1100,13,2,0,80
918198,1,1,1,1,2000,1400,13,2,0,90
918199,1,1,1,1,1993,1100,13,2,0,80
918200,1,1,1,1,1998,1200,13,2,0,90
918201,1,1,1,1,1998,600,13,2,0,60
918238,1,1,1,1,1999,1200,13,2,0,70
918238,2,1,1,1,2000,700,13,2,0,50
918242,1,1,1,1,1994,1500,13,2,0,90
918242,2,1,1,1,2002,800,13,2,0,80
918251,1,1,1,1,1997,1250,13,2,0,100
918253,1,1,1,1,2010,1500,13,2,0,75
918253,2,2,1,1,2012,1200,3,2,0,60
918282,1,1,1,1,1989,1200,13,2,0,80
918282,2,2,1,1,2010,550,14,2,0,60
918286,1,1,1,5,1985,900,13,2,0,
918287,1,1,1,1,1998,1090,13,2,0,80
918287,2,1,1,1,2005,1000,13,2,0,70
918288,1,1,1,1,1985,600,13,2,0,60
918288,2,1,1,1,2013,1000,13,2,0,70
918294,1,1,1,1,2004,800,13,2,0,50
918326,1,1,1,1,1986,900,12,2,0,70
918326,1,1,1,5,2009,500,12,2,0,
918328,1,1,1,1,1990,1300,13,2,0,40
918330,1,1,1,1,1996,700,12,2,0,50
918330,1,1,1,3,2000,500,12,2,0,
918331,1,1,1,1,2007,950,13,2,0,70
918334,1,1,1,1,2003,1300,13,2,0,85
918335,1,1,1,1,2001,300,12,2,0,40
918335,1,1,1,5,2006,500,12,2,0,
918335,2,2,1,1,2015,1300,12,2,0,80
918337,1,1,1,2,2011,425,13,2,0,
918340,1,1,1,1,2009,1600,13,2,0,90
918340,2,2,1,1,2009,1350,13,2,0,80
918341,1,1,1,5,2010,1800,13,2,0,
918344,1,1,1,1,2007,1600,12,2,0,60
918353,1,1,1,1,1992,1100,13,2,0,40
918360,1,1,1,5,1993,1800,13,2,0,
918361,1,1,1,1,2011,1400,12,2,0,99
918366,1,1,1,1,1981,500,12,2,0,70
918366,1,1,1,5,1990,400,12,2,0,
918372,1,1,1,3,2014,240,12,2,0,
918372,2,1,1,5,2000,580,12,2,0,
918377,2,1,1,1,2002,1250,13,2,0,70
918381,1,1,1,1,1999,1698,13,2,0,70
918381,2,1,1,1,2016,1765,6,2,0,80
918382,1,1,1,5,1996,1000,12,2,0,
918386,1,1,1,5,2007,900,13,2,0,
918387,1,1,1,1,2000,2690,13,2,0,
918387,1,1,1,1,2015,600,12,2,0,80
918396,2,1,4,4,2013,400,13,2,0,
918405,1,1,1,1,2009,3000,13,2,0,90
918410,1,1,1,1,2005,2000,13,2,0,70
918410,2,1,1,1,2010,1700,13,2,0,90
918430,1,1,1,1,2006,1500,12,2,0,80
918443,2,1,1,4,2016,500,6,2,0,
918443,2,1,1,5,2003,800,12,2,0,
918449,2,2,1,1,2012,1700,13,2,0,85
918482,1,1,1,1,1997,900,13,2,0,60
918490,1,1,1,5,2006,960,13,2,0,
918546,1,1,1,1,1988,1194,13,2,0,60
918590,1,1,5,1,2015,1200,12,2,0,5
918626,1,1,1,1,2000,490,13,2,0,65
918626,2,1,1,1,2000,1000,13,2,0,75
918632,1,1,1,1,2009,1680,13,2,0,80
918633,1,1,1,1,2008,1050,13,2,0,80
918633,2,1,1,1,2009,450,13,2,0,60
918639,1,1,1,1,2002,1300,13,2,0,75
918639,2,1,1,1,2011,900,13,2,0,70
918648,1,1,1,1,2010,2000,13,2,0,80
918673,2,1,1,1,2003,1300,13,2,0,85
918674,2,1,1,1,2010,900,13,2,0,65
918674,3,1,1,1,1993,900,13,2,0,70
918675,2,1,1,1,2007,1200,13,2,0,75
918679,1,1,1,1,2013,1200,13,2,0,80
918679,2,1,1,1,1998,1300,13,2,0,85
918680,1,1,1,1,2006,1100,13,2,0,85
918680,1,1,1,5,2015,400,13,2,0,
918684,1,1,1,1,2013,1200,13,2,0,85
918684,2,1,1,1,2005,1400,13,2,0,55
918686,1,1,1,1,2000,150,13,2,0,25
918686,1,1,1,5,1978,750,13,2,0,
918720,1,1,1,1,2004,680,13,2,0,100
918720,2,2,1,1,2003,1500,13,2,0,75
918720,3,1,1,5,1989,700,13,2,0,
918729,1,1,1,1,2002,550,13,2,0,35
918729,2,2,1,1,2002,550,13,2,0,40
918730,1,1,1,1,2006,1000,13,2,0,80
918730,2,1,2,1,2011,2700,13,2,0,80
918758,2,2,1,4,1980,200,13,2,0,
918758,2,2,1,5,1993,1400,13,2,0,
918761,1,1,1,1,1998,1200,13,2,0,70
918761,2,1,1,1,1998,500,13,2,0,60
918763,1,1,1,1,1996,890,13,2,0,60
918768,1,1,1,1,2000,600,13,2,0,60
918768,2,1,1,1,2000,1000,13,2,0,70
918769,1,1,1,1,1997,1000,13,2,0,80
918769,2,2,1,1,1995,1100,13,2,0,80
918771,1,1,1,1,2007,1450,13,2,0,80
918771,2,1,1,1,2000,500,13,2,0,70
918774,1,1,1,1,1996,1200,13,2,0,80
918774,2,1,1,1,2000,600,13,2,0,70
918775,2,1,1,1,1990,600,13,2,0,70
918777,1,1,1,1,1998,600,13,2,0,70
918777,2,1,1,1,1990,1100,13,2,0,70
918813,1,1,1,1,2001,1400,13,2,0,90
918820,1,1,1,1,2009,1200,13,2,0,80
918822,1,1,1,1,2006,1080,13,2,0,80
918851,1,1,1,1,2009,1200,13,2,0,80
918853,1,1,1,1,1998,885,13,2,0,60
918853,2,1,1,1,1995,800,13,2,0,70
918854,1,1,1,1,1983,1100,13,2,0,80
918854,2,2,1,1,1993,499,13,2,0,50
918857,1,1,1,1,1992,1450,13,2,0,80
918857,2,2,1,1,2001,350,13,2,0,30
918860,1,1,1,1,1996,1800,13,2,0,80
918860,2,2,1,1,2000,1200,13,2,0,100
918863,2,1,1,1,2005,1100,13,2,0,70
918870,1,1,1,1,1993,980,13,2,0,70
918870,1,1,4,3,1979,200,12,2,0,
918898,1,1,1,1,1993,1350,13,2,0,70
918898,2,2,6,1,2010,50,12,2,0,50
918898,3,1,1,5,2007,1200,13,2,0,
918905,1,1,1,1,2004,1132,13,2,0,85
918905,2,1,1,1,2012,532,13,2,0,50
918910,2,1,1,3,2010,400,13,2,0,
918910,2,1,1,5,2003,900,13,2,0,
918917,1,1,1,5,2014,1170,13,2,0,
918939,1,1,1,1,2013,780,13,2,0,70
918939,2,1,6,1,2011,275,12,2,0,50
918942,1,1,1,1,1999,1700,13,2,0,76
918946,1,1,1,1,1998,1300,13,2,0,90
918946,1,1,1,5,2014,400,13,2,0,
918956,1,1,1,5,1998,1100,13,2,0,
918957,1,1,1,1,2007,1300,13,2,0,80
918957,2,1,1,1,2009,1200,13,2,0,70
918958,1,1,1,1,2000,1175,13,2,0,85
918964,2,1,1,1,2009,1300,13,2,0,90
918986,1,1,1,1,1994,750,13,2,0,100
918986,2,2,1,1,1999,750,13,2,0,100
918997,1,1,1,1,1992,1100,13,2,0,100
918997,2,1,1,1,2015,980,13,2,0,100
919031,1,1,1,1,2003,1000,13,2,0,80
919031,2,1,1,1,2004,500,13,2,0,55
919033,1,1,1,1,1994,1000,13,2,0,80
919033,1,1,1,5,2007,300,13,2,0,
919039,3,1,1,1,1995,1050,13,2,0,90
919039,4,1,1,1,2000,1000,13,2,0,90
919041,1,1,1,1,1997,1000,13,2,0,80
919041,1,1,1,5,2016,400,13,2,0,
919046,1,1,1,1,1987,800,13,2,0,65
919046,2,1,1,1,2010,1800,13,2,0,90
919097,1,1,1,1,1995,1250,13,2,0,80
919108,1,1,1,1,2006,900,13,2,0,70
919112,1,1,1,1,2004,900,13,2,0,70
919112,2,1,1,5,2000,800,13,2,0,
919121,1,1,1,1,1988,600,13,2,0,70
919123,1,1,1,1,1989,900,13,2,0,80
919126,1,1,1,1,1987,1000,13,2,0,70
919127,1,1,1,1,1992,1200,13,2,0,80
919129,1,1,1,1,1988,900,13,2,0,70
919134,1,1,1,1,1998,675,13,2,0,60
919136,1,1,1,1,2010,1300,13,2,0,80
919139,1,1,1,1,2003,900,13,2,0,70
919168,1,1,1,1,1982,1600,13,2,0,75
919170,1,1,1,1,2009,2500,13,2,0,80
919256,1,1,2,5,2004,600,12,2,0,
919257,1,1,1,1,1986,900,12,2,0,90
919257,1,1,1,3,2010,400,12,2,0,
919260,1,1,2,1,1992,1000,13,2,0,100
919265,1,1,1,1,2009,500,13,2,0,90
919265,1,1,1,5,2014,500,13,2,0,
919265,2,1,1,4,2015,500,13,2,0,
919271,1,1,1,1,1999,900,12,2,0,80
919271,2,2,1,1,2001,600,12,2,0,100
919303,1,1,1,1,2000,1000,13,2,0,80
919303,1,1,1,5,2014,380,13,2,0,
919311,1,1,1,1,2005,1730,13,2,0,85
919311,1,1,5,1,2005,400,6,2,0,25
919311,2,1,2,1,2007,1700,13,2,0,100
919316,1,1,1,1,2009,550,13,2,0,50
919316,1,1,1,5,2007,850,13,2,0,
919318,1,1,1,5,2011,850,13,2,0,
919320,1,1,1,1,2013,440,13,2,0,90
919320,1,1,1,5,1988,550,13,2,0,
919320,2,1,1,3,1985,250,12,2,0,
919320,2,1,1,4,2001,350,12,2,0,
919324,1,1,1,1,2016,1200,13,2,0,100
919347,1,1,1,1,1990,400,13,2,0,60
919349,1,1,1,1,2005,850,13,2,0,40
919349,2,2,1,1,1999,1100,13,2,0,60
919353,2,1,1,1,2016,1200,13,2,0,80
919354,2,1,1,1,2014,1700,13,2,0,90
919357,1,1,1,1,2014,1700,13,2,0,80
919357,2,1,1,1,2010,1000,13,2,0,60
919368,1,1,1,1,1997,1495,13,2,0,96
919391,1,1,1,1,1995,2000,13,2,0,100
919391,2,2,1,1,2010,1100,13,2,0,80
919391,3,1,1,4,2010,100,13,2,0,
919391,4,1,1,1,1995,500,13,2,0,100
919393,1,1,1,1,1991,2000,13,2,0,70
919394,1,1,1,1,2010,2150,13,2,0,100
919394,2,2,1,1,2011,1600,13,2,0,90
919397,1,1,1,1,1993,1500,13,2,0,80
919417,1,1,1,1,1999,850,13,2,0,100
919432,2,2,6,1,2005,450,12,2,0,80
919438,1,1,1,3,2015,710,13,2,0,
919440,1,1,1,1,2006,1300,13,2,0,100
919440,2,1,1,1,2010,1700,13,2,0,100
919442,1,1,1,1,1993,1200,13,2,0,92
919442,2,2,1,1,2011,930,13,2,0,90
919444,1,1,1,1,2016,1640,3,1,13000,100
919445,1,1,1,1,2002,1500,13,2,0,80
919445,1,1,6,1,2010,100,12,2,0,100
919445,2,1,1,1,2013,1180,13,2,0,100
919446,1,1,1,1,2000,770,13,2,0,60
919446,1,1,6,1,2000,40,12,2,0,50
919446,1,1,6,1,2000,90,12,2,0,50
919446,2,2,1,1,2006,490,13,2,0,60
919446,2,2,6,1,2006,110,12,2,0,50
919446,3,2,1,5,2010,400,12,2,0,
919450,1,1,1,1,2000,1650,13,2,0,50
919450,2,2,1,4,2014,700,13,2,0,
919451,1,1,1,1,2013,1070,13,1,10000,60
919451,2,2,1,1,2016,513,6,2,0,40
919464,1,1,1,1,1990,800,13,2,0,94
919464,2,1,1,1,1996,480,13,2,0,80
919482,1,1,1,5,2015,1100,13,2,0,
919487,1,1,1,1,1990,800,13,2,0,90
919487,1,1,6,1,1990,160,13,2,0,100
919487,2,1,1,1,1991,490,13,2,0,90
919489,1,1,1,5,2005,500,13,2,0,
919494,1,1,1,1,2014,1200,13,2,0,60
919505,1,1,6,1,2016,550,12,2,0,25
919505,2,2,6,1,2015,450,12,2,0,25
919529,1,1,1,1,1999,1310,13,2,0,60
919536,1,1,1,1,2009,1000,13,2,0,50
919536,2,2,1,1,2011,1000,13,2,0,60
919574,1,1,1,1,1997,1400,13,2,0,80
919579,1,1,1,1,2002,700,13,2,0,80
919579,2,2,1,1,2007,600,13,2,0,80
919579,3,3,1,1,1994,650,13,2,0,90
919581,1,1,1,1,2003,700,13,2,0,100
919581,2,2,1,1,2006,900,13,2,0,70
919585,1,1,1,1,2010,600,13,2,0,50
919586,1,1,1,1,1992,730,13,2,0,80
919586,2,2,1,1,1999,700,13,2,0,50
919617,1,1,1,1,1996,1500,13,2,0,60
919617,1,1,1,3,1989,205,13,2,0,
919617,2,1,1,3,1993,289,13,2,0,
919665,1,1,1,1,2003,1000,13,2,0,50
919665,2,2,1,1,2006,1500,13,2,0,70
919668,1,1,1,5,2015,489,13,2,0,
919668,1,1,2,1,2010,1500,13,2,0,80
919673,1,1,1,1,2012,1600,13,2,0,80
919685,2,2,1,1,2000,1500,12,2,0,70
919706,1,1,1,1,2005,693,13,2,0,70
919707,1,1,1,1,1996,550,13,2,0,100
919707,1,1,1,5,2006,200,13,2,0,
919710,1,1,1,1,1997,800,13,2,0,100
919711,1,1,1,1,1998,1300,13,2,0,80
919711,2,2,1,2,2002,350,13,2,0,
919717,1,1,2,1,2000,1700,13,2,0,100
919723,1,1,1,4,1989,1000,13,2,0,
919727,7,7,1,1,2004,1100,13,2,0,90
919733,1,1,1,1,2002,1200,13,2,0,90
919740,2,1,1,1,1997,1100,13,2,0,80
919758,1,1,1,1,2002,762,13,2,0,100
919759,1,1,1,1,2015,1580,13,2,0,80
919759,2,1,1,1,1987,300,13,2,0,60
919759,2,1,1,3,2010,800,13,2,0,
919759,2,1,1,5,1991,800,13,2,0,
919762,1,1,1,3,1984,600,13,2,0,
919762,1,1,1,4,1976,200,13,2,0,
919766,1,1,1,1,2016,1100,13,2,0,70
919771,1,1,1,1,2011,1100,13,2,0,80
919771,2,1,1,1,2006,1200,13,2,0,80
919774,1,1,1,2,2013,283,13,2,0,
919774,1,1,5,1,2013,245,13,2,0,20
919774,2,2,1,2,2013,379,13,2,0,
919777,1,1,1,1,2009,800,13,2,0,65
919799,1,1,1,5,1987,650,12,2,0,
919802,1,1,1,1,2001,1800,13,2,0,80
919808,1,1,1,1,2005,,12,2,0,80
919808,2,1,5,1,2004,,12,2,0,80
919814,1,1,1,1,2015,1500,12,2,0,80
919849,1,1,1,5,2009,1282,13,2,0,
919849,2,1,2,5,2005,870,13,2,0,
919870,1,1,1,1,2001,1500,13,2,0,50
919870,1,1,5,1,2008,140,12,2,0,20
919886,1,1,1,1,2010,1250,13,2,0,80
919901,1,1,1,5,2000,1250,13,2,0,
919903,1,1,1,5,2012,1150,13,2,0,
919937,1,1,1,5,1997,618,13,2,0,
919938,1,1,1,1,1995,1200,13,2,0,60
919938,2,1,1,3,2007,500,12,2,0,
919939,1,1,1,5,2007,600,13,2,0,
919941,1,1,1,1,2006,800,13,2,0,70
919945,1,1,1,1,2015,1100,13,2,0,70
919947,1,1,1,1,2003,2000,13,2,0,60
919947,2,1,1,1,2003,450,13,2,0,60
919956,1,1,1,5,2001,1100,13,2,0,
919957,2,2,1,2,2013,638,13,2,0,
919961,1,1,1,3,1980,600,13,2,0,
919970,2,2,1,4,2013,3515,13,2,0,
919979,1,1,1,1,2016,2600,13,2,0,120
919979,2,2,1,1,2011,1000,13,2,0,100
919981,1,1,1,1,2000,800,13,2,0,70
919981,2,2,3,2,2000,270,12,2,0,
919985,1,1,1,2,2014,480,13,2,0,
919990,1,1,1,1,1988,2550,13,2,0,80
919990,2,2,1,1,2000,870,13,2,0,100
919996,1,1,1,5,1983,900,13,2,0,
919997,1,1,4,4,1990,418,12,2,0,
919998,1,1,1,1,2008,870,13,2,0,50
920022,1,1,1,5,2016,800,13,2,0,
920027,1,1,1,3,2010,432,13,2,0,
920027,2,1,1,4,2010,550,13,2,0,
920027,2,1,1,5,1993,900,13,2,0,
920032,1,1,1,1,2003,500,13,2,0,80
920032,1,1,1,5,2002,400,13,2,0,
920069,1,1,1,1,1998,2670,13,2,0,80
920075,1,1,1,1,2001,1529,13,2,0,100
920080,1,1,2,1,1998,1500,13,2,0,100
920080,2,2,2,1,2008,1680,13,2,0,80
920085,1,1,2,1,2005,1600,13,2,0,80
920118,1,1,1,1,2013,800,12,2,0,20
920120,1,1,1,2,2000,500,12,2,0,
920123,1,1,1,5,2000,800,12,2,0,
920126,1,1,1,2,2010,600,12,2,0,
920127,1,1,1,1,2010,600,12,2,0,20
920133,1,1,1,3,1990,800,12,2,0,
920134,1,1,1,1,2000,600,12,2,0,10
920143,1,1,1,1,2000,800,12,2,0,20
920152,1,1,1,1,2012,800,12,2,0,30
920159,1,1,1,1,2002,800,13,2,0,100
920159,2,2,1,2,2000,360,13,2,0,
920161,1,1,2,1,2014,1600,13,2,0,100
920171,1,1,1,1,2011,1300,13,2,0,80
920172,1,1,1,1,1993,3000,13,2,0,95
920172,1,1,5,1,1993,2000,13,2,0,98
920172,2,2,1,1,1985,1000,13,2,0,90
920172,2,2,5,1,1985,800,13,2,0,23
920173,1,1,1,1,2013,750,13,2,0,70
920176,1,1,1,2,1996,520,13,2,0,
920177,1,1,1,2,2007,520,14,2,0,
920185,1,1,2,1,2002,1700,13,2,0,100
920202,1,1,1,1,2014,500,13,2,0,50
920214,1,1,1,1,2012,1150,13,2,0,80
920214,1,1,1,5,2015,520,13,2,0,
920229,1,1,1,1,2012,1250,12,2,0,80
920291,1,1,1,5,2010,1350,13,2,0,
920295,1,1,1,5,2008,890,12,2,0,
920306,1,1,1,1,2010,1250,13,2,0,80
920307,1,1,1,1,2002,1250,13,2,0,80
920341,1,1,1,1,1995,1500,13,2,0,100
920341,2,2,1,1,1996,1200,13,2,0,100
920344,1,1,1,3,1986,1200,13,2,0,
920344,2,2,1,2,2016,,12,2,0,
920344,3,1,1,4,1987,400,13,2,0,
920344,4,1,1,4,1985,400,13,2,0,
920362,1,1,1,4,2014,230,12,2,0,
920368,1,1,1,1,2006,6300,13,2,0,50
920376,1,1,1,3,1996,230,13,2,0,
920382,1,1,1,1,2004,1600,13,2,0,90
920385,1,1,1,1,2013,460,13,2,0,70
920392,1,1,1,1,1996,600,13,2,0,50
920397,1,1,1,5,1999,400,13,2,0,
920434,1,1,1,5,2006,1300,13,2,0,
920435,1,1,1,1,1998,4500,13,2,0,20
920437,2,2,1,1,2007,1500,13,2,0,100
920438,1,1,1,1,2005,1800,13,2,0,80
920441,1,1,1,1,2000,1778,13,2,0,80
920445,1,1,1,1,2012,1600,13,2,0,90
920452,1,1,1,5,2012,550,13,2,0,
920455,1,1,1,1,1992,1300,13,2,0,70
920458,1,1,1,1,2007,1800,13,2,0,100
920458,2,2,1,1,2008,900,13,2,0,100
920469,1,1,1,5,2000,1200,13,2,0,
920475,1,1,1,1,2005,1600,13,2,0,70
920490,1,1,1,1,2011,1300,13,2,0,100
920492,1,1,1,1,1997,1700,13,2,0,100
920493,1,1,1,1,2006,1700,13,2,0,80
920493,2,1,1,1,2007,1400,13,2,0,80
920500,1,1,1,1,1997,1100,13,2,0,80
920502,1,1,1,1,2004,800,13,2,0,75
920502,2,2,1,1,2001,1270,13,2,0,90
920503,1,1,1,5,2011,850,12,2,0,
920505,1,1,1,1,2001,3000,13,2,0,75
920506,1,1,1,1,2015,1600,13,2,0,90
920510,1,1,1,5,2008,800,13,2,0,
920514,2,2,1,1,1992,1600,13,2,0,90
920521,1,1,1,5,2010,1400,13,2,0,
920522,1,1,1,1,2006,900,13,2,0,50
920523,1,1,1,1,2008,700,13,2,0,70
920523,2,2,1,4,2011,360,13,2,0,
920527,1,1,1,1,1994,1600,13,2,0,80
920527,2,1,1,1,1980,600,13,2,0,50
920527,2,1,1,3,2007,470,13,2,0,
920599,1,1,1,5,2000,900,13,2,0,
920632,1,1,1,3,1988,2200,13,2,0,
920632,1,1,1,4,2015,250,13,2,0,
920730,1,1,1,1,1997,700,13,2,0,60
920733,2,2,1,1,2015,500,13,1,4000,100
920741,1,1,1,3,2010,1280,13,2,0,
920741,2,2,1,3,2010,515,13,2,0,
920747,1,1,1,1,1998,1200,13,2,0,80
920747,1,1,1,5,2009,100,13,2,0,
920749,2,2,1,7,2012,240,13,2,0,
920776,1,1,1,5,1984,800,13,2,0,
920778,1,1,1,5,1963,1000,13,2,0,
920781,1,1,1,1,2009,1500,12,2,0,75
920788,1,1,1,5,2008,1200,13,2,0,
920796,1,1,1,1,2015,1000,12,2,0,90
920826,1,1,1,2,2005,630,13,2,0,
920826,3,1,1,3,1985,510,13,2,0,
920826,3,1,1,4,1980,280,13,2,0,
920826,4,2,6,1,2004,30,12,2,0,60
920840,1,1,1,1,2011,1200,13,2,0,100
920855,1,1,1,1,1997,1280,13,2,0,80
920866,1,1,1,3,2004,1200,13,2,0,
920866,2,2,1,1,2007,580,13,2,0,50
920868,1,1,1,1,2002,1400,13,2,0,90
920871,1,1,1,5,1990,800,13,2,0,
920874,1,1,1,1,1994,1100,13,2,0,90
920912,1,1,1,1,2006,1800,13,2,0,100
920913,1,1,1,1,2015,850,13,2,0,60
920922,1,1,1,1,1995,1600,13,2,0,80
920928,1,1,1,1,2014,1300,13,2,0,80
920937,1,1,1,5,2010,900,13,2,0,
920956,1,1,1,5,2009,750,13,2,0,
920960,1,1,1,1,2003,680,13,2,0,80
920981,1,1,1,1,2002,480,13,2,0,60
920981,1,1,1,5,2005,400,13,2,0,
921001,1,1,1,1,1994,700,13,2,0,50
921001,2,2,1,1,2013,490,13,2,0,50
921003,1,1,1,5,2011,1100,13,2,0,
921004,2,1,1,3,1980,1000,13,2,0,
921006,1,1,1,1,2008,800,13,2,0,50
921008,1,1,1,1,2009,1350,13,2,0,80
921010,1,1,1,1,2011,1150,13,2,0,70
921010,2,1,1,1,2012,480,13,2,0,40
921011,1,1,1,1,2000,1300,13,2,0,80
921055,1,1,1,1,2002,700,13,2,0,70
921057,1,1,1,5,2000,680,13,2,0,
921058,1,1,1,1,1985,400,13,2,0,60
921058,1,1,1,5,1999,350,13,2,0,
921070,1,1,1,1,1996,1100,13,2,0,80
921094,1,1,3,2,1983,500,13,2,0,
921099,2,1,3,2,2004,516,13,2,0,
921102,1,1,2,1,1999,1200,13,2,0,100
921103,1,1,1,5,2010,600,13,2,0,
921104,1,1,2,1,1982,1400,13,2,0,100
921110,1,1,2,1,2010,2500,13,2,0,100
921113,1,1,3,5,1948,600,13,2,0,
921152,1,1,1,1,2000,600,12,2,0,20
921180,1,1,1,2,2000,600,12,2,0,
921227,2,1,1,1,2011,1600,13,2,0,80
921229,1,1,1,1,2012,1200,13,2,0,80
921230,1,1,1,5,1998,700,13,2,0,
921235,1,1,1,1,2016,840,13,2,0,80
921238,1,1,1,1,1996,2400,13,2,0,70
921238,2,1,1,1,2007,1500,13,2,0,70
921240,2,1,1,1,2016,1200,13,2,0,90
921244,1,1,1,5,2012,360,13,2,0,
921247,1,1,1,1,1996,1500,13,2,0,75
921247,3,1,1,3,1976,750,13,2,0,
921272,1,1,1,1,1999,700,13,2,0,100
921277,1,1,2,1,2010,1200,13,2,0,90
921278,2,2,1,1,2013,1200,13,2,0,80
921279,1,1,2,5,1985,1050,13,2,0,
921299,1,1,1,3,2002,650,12,2,0,
921299,1,1,1,4,2002,700,13,2,0,
921316,1,1,1,1,2004,510,13,2,0,80
921316,2,1,1,1,2001,480,13,2,0,70
921319,1,1,1,1,1994,620,13,2,0,40
921319,2,1,1,4,1998,370,13,2,0,
921320,1,1,1,1,2005,2200,13,2,0,85
921320,1,1,1,5,2004,550,13,2,0,
921322,1,1,1,1,2009,2000,13,2,0,90
921322,2,1,1,1,2008,1600,13,2,0,70
921323,1,1,1,1,2014,1300,13,2,0,80
921326,1,1,1,5,1989,470,13,2,0,
921326,2,1,1,1,1997,730,13,2,0,80
921333,1,1,1,1,2006,650,13,2,0,70
921334,2,1,1,1,2000,800,13,2,0,70
921334,3,1,1,1,2004,500,13,2,0,60
921336,1,1,1,1,1985,540,13,2,0,80
921336,1,1,1,5,2009,230,13,2,0,
921365,1,1,1,1,2002,1400,13,2,0,80
921365,2,1,1,1,2002,800,13,2,0,70
921370,1,1,1,1,1994,1100,13,2,0,80
921370,1,1,1,5,2005,800,13,2,0,
921373,1,1,1,1,2006,1020,13,2,0,60
921389,1,1,1,1,1995,1000,13,2,0,80
921389,1,1,1,5,1999,700,13,2,0,
921407,1,1,1,1,2002,890,12,2,0,90
921410,1,1,1,1,2013,460,12,2,0,80
921414,1,1,1,2,2000,650,12,2,0,
921455,1,1,1,1,2008,950,13,2,0,75
921471,5,1,1,4,2008,100,12,2,0,
921476,1,1,1,4,2011,260,12,2,0,
921549,1,1,1,1,1999,790,12,2,0,90
921552,1,1,1,1,2002,1200,12,2,0,90
921554,1,1,1,4,2005,590,12,2,0,
921560,1,1,1,2,2010,590,12,2,0,
921594,2,2,1,5,2007,1200,13,2,0,
921595,1,1,1,1,2014,1380,13,2,0,90
921596,1,1,1,1,1997,1480,13,2,0,85
921646,1,1,1,2,2009,500,12,2,0,
921657,1,1,1,1,2010,580,13,2,0,50
921671,1,1,1,1,2007,1100,12,2,0,90
921676,1,1,1,1,2011,1420,13,2,0,90
921679,1,1,1,1,2015,1460,13,2,0,90
921679,2,2,1,1,2015,1390,13,2,0,85
921680,2,1,1,2,2008,480,13,2,0,
921681,1,1,1,5,2010,650,13,2,0,
921691,1,1,1,5,2009,980,13,2,0,
921728,1,1,1,1,2007,1780,13,2,0,75
921728,2,1,1,1,2010,1400,13,2,0,70
921730,1,1,1,2,2012,470,12,2,0,
921773,1,1,1,5,2012,550,13,2,0,
921773,2,2,1,1,2003,800,13,2,0,80
921785,1,1,1,5,2000,690,12,2,0,
921789,1,1,1,1,2000,690,12,2,0,90
921789,2,1,1,1,2000,400,12,2,0,90
921792,1,1,1,5,2005,790,12,2,0,
921804,1,1,1,1,2010,580,12,2,0,90
921817,1,1,1,5,2009,1100,13,2,0,
921827,1,1,1,1,2006,1500,13,2,0,90
921828,1,1,1,5,2000,660,13,2,0,
921830,1,1,1,4,2007,510,12,2,0,
921830,1,1,1,5,2000,770,13,2,0,
921834,1,1,1,1,1996,1200,13,2,0,70
921837,1,1,1,3,2011,150,12,2,0,
921837,1,1,1,5,2003,850,13,2,0,
921840,1,1,1,2,2002,645,13,2,0,
921840,2,2,1,4,2014,270,13,2,0,
921851,1,1,1,5,2005,600,12,2,0,
921860,1,1,1,3,2002,1300,12,2,0,
921860,4,3,1,3,2006,730,12,2,0,
921862,2,1,1,1,2015,2000,13,2,0,80
921865,1,1,1,1,1990,1280,13,2,0,80
921869,1,1,1,3,1998,200,12,2,0,
921869,1,1,1,5,1990,600,12,2,0,
921871,1,1,1,3,1999,600,12,2,0,
921872,1,1,1,1,2007,1236,13,2,0,85
921881,1,1,1,1,2011,1080,12,2,0,70
921881,2,2,1,2,2012,400,12,2,0,
921882,1,1,1,1,2004,1800,13,2,0,80
921882,3,1,1,3,1985,260,12,2,0,
921885,1,1,1,2,2014,450,13,2,0,
921885,1,1,1,3,2004,250,12,2,0,
921886,1,1,1,1,2008,1200,13,2,0,70
921897,1,1,1,1,2007,1500,13,2,0,70
921897,2,1,1,1,2000,700,13,2,0,50
921904,1,1,1,1,2006,1600,13,2,0,80
921905,1,1,1,1,2009,1315,13,2,0,80
921910,1,1,1,1,2010,900,13,2,0,80
921910,2,2,1,1,2011,500,13,2,0,70
921912,1,1,1,1,2002,2200,13,2,0,80
921914,1,1,1,1,2012,1200,13,2,0,90
921917,1,1,1,1,2015,1300,13,2,0,40
921922,1,1,1,1,2013,1900,13,2,0,75
921928,1,1,1,3,2013,290,12,2,0,
921929,1,1,1,1,2016,1240,13,2,0,80
921935,1,1,1,1,2012,1400,13,2,0,80
