nquest,ctit,nctit,ictit,unaban,banche,scoper,utscoper,mesiscoper,vmscoper,fscoper,fscoper1,carta,carte,usocart,cartdeb,cartdeb1,bancomat,nbancoma,cartapre,ncartapre,spesecon,coldis,trading,DEPOSIT,NDEPOSIT
919126,2,,,1,1,2,,,,,,2,,,,,2,,2,,800,2,,1,1
919127,2,,,1,1,2,,,,,,2,,,,,1,1,2,,600,2,,1,2
919129,2,,,1,1,2,,,,,,2,,,,,1,1,2,,400,2,,1,1
919134,2,,,2,2,2,,,,,,2,,,,,1,1,2,,400,2,,1,2
919136,2,,,1,1,2,,,,,,2,,,,,1,2,2,,800,1,2,1,3
919137,2,,,1,1,2,,,,,,2,,,,,1,2,1,1,1000,2,,1,2
919139,2,,,1,1,2,,,,,,2,,,,,1,1,2,,500,2,,1,2
919168,2,,,1,1,1,2,,,,,1,1,2,,,1,1,2,,700,2,,1,1
919170,1,1,1,2,2,1,2,,,,,1,4,1,,,1,3,1,1,1000,1,2,1,4
919190,2,,,1,1,2,,,,,,2,,,,,1,1,1,1,700,1,2,1,1
919256,,,,,,,,,,,,2,,,,,2,,2,,600,2,,2,0
919257,2,,,2,2,2,,,,,,2,,,,,1,2,2,,1500,2,,1,2
919260,2,,,1,1,2,,,,,,2,,,,,1,1,2,,700,2,,1,1
919264,,,,1,1,,,,,,,2,,,,,2,,2,,700,2,,1,1
919265,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1200,2,,1,1
919271,2,,,2,2,2,,,,,,2,,,,,1,2,2,,1200,2,,1,4
919278,2,,,1,1,2,,,,,,1,1,1,,,1,2,1,1,1500,2,,1,1
919286,2,,,1,1,2,,,,,,2,,,,,1,1,2,,899,2,,1,1
919294,2,,,1,1,2,,,,,,2,,,,,1,2,2,,1000,2,,1,1
919295,2,,,1,1,1,2,,,,,1,1,1,,,1,1,2,,1000,2,,1,2
919303,2,,,2,2,1,2,,,,,2,,,,,1,1,2,,1100,2,,1,2
919311,2,,,1,1,2,,,,,,1,2,2,,,1,2,2,,1300,1,2,1,1
919316,2,,,1,1,2,,,,,,2,,,,,1,1,1,1,300,2,,1,2
919318,2,,,1,1,2,,,,,,1,1,2,,,1,1,2,,400,2,,1,1
919320,2,,,2,2,1,1,1,300,0,,2,,,,,1,2,1,1,300,1,2,1,2
919324,2,,,1,1,2,,,,,,1,1,2,,,1,1,1,1,1000,2,,1,1
919328,2,,,1,1,2,,,,,,1,2,2,,,1,2,1,1,800,1,2,1,2
919333,2,,,1,1,2,,,,,,2,,,,,1,1,1,1,600,2,,1,1
919347,2,,,1,1,3,,,,,,2,,,,,2,,2,,500,2,,1,1
919349,2,,,2,2,1,2,,,,,1,1,2,,,1,1,2,,100,2,,1,2
919352,2,1,1,1,1,1,2,,,,,1,3,2,,,1,3,1,3,1500,1,2,1,3
919353,2,,,1,1,1,2,,,,,2,,,,,2,,2,,600,2,,1,2
919354,2,,,1,1,1,1,1,1000,1000,,2,,,,,1,1,2,,100,2,,1,1
919357,2,,,1,1,3,,,,,,2,,,,,1,2,2,,600,2,,1,2
919368,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,400,2,,1,1
919370,2,,,1,1,1,2,,,,,1,2,3,500,,1,2,1,1,200,1,2,1,2
919371,2,,,2,2,2,,,,,,1,1,2,,,1,2,1,1,1300,1,2,1,2
919374,2,,,2,2,1,1,12,20000,20000,,2,,,,,1,1,2,,300,1,2,1,4
919391,2,,,2,2,2,,,,,,2,,,,,1,3,2,,600,2,,1,4
919393,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1500,2,,1,2
919394,2,,,2,2,2,,,,,,2,,,,,1,1,2,,1000,2,,1,2
919397,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1100,2,,1,2
919414,2,,,1,1,2,,,,,,2,,,,,1,2,2,,1000,2,,1,2
919417,2,,,1,1,2,,,,,,2,,,,,2,,2,,800,2,,1,1
919432,2,,,2,2,2,,,,,,2,,,,,2,,2,,1000,2,,1,2
919438,2,,,1,1,2,,,,,,2,,,,,1,1,2,,700,2,,1,1
919440,2,,,2,4,3,,,,,,2,,,,,1,3,2,,1000,2,,1,4
919442,2,,,1,1,2,,,,,,1,2,2,,,1,2,2,,1600,2,,1,1
919443,1,1,1,2,3,2,,,,,,2,,,,,1,2,2,,300,1,2,1,3
919444,1,1,1,1,1,2,,,,,,2,,,,,2,,2,,1000,1,2,1,1
919445,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1500,1,2,1,1
919446,2,,,2,2,1,1,1,100,0,,1,1,2,,,2,,2,,950,2,,1,4
919450,2,,,2,2,2,,,,,,1,1,2,,,1,2,1,1,1000,2,,1,2
919451,2,,,1,1,1,1,12,1300,1500,,2,,,,,1,2,2,,1600,2,,1,2
919453,2,,,2,2,2,,,,,,2,,,,,1,2,2,,700,1,2,1,2
919460,2,,,2,2,2,,,,,,2,,,,,1,1,2,,600,2,,1,2
919464,2,,,2,2,2,,,,,,2,,,,,2,,2,,1500,2,,1,2
919482,2,,,1,1,1,2,,,,,2,,,,,2,,2,,400,2,,1,1
919487,1,1,2,1,1,2,,,,,,1,1,1,,,2,,2,,1300,2,,1,1
919489,,,,,,,,,,,,2,,,,,2,,2,,200,2,,2,0
919492,2,,,1,1,1,2,,,,,2,,,,,1,2,1,1,1400,1,2,1,1
919494,2,,,2,2,2,,,,,,2,,,,,1,1,2,,1000,2,,1,2
919500,2,,,1,1,3,,,,,,1,1,2,,,1,1,1,1,200,2,,1,1
919505,2,,,1,1,1,2,,,,,2,,,,,1,2,2,,300,1,2,1,1
919516,2,,,2,2,2,,,,,,1,1,2,,,1,2,2,,700,1,2,1,2
919521,2,,,1,1,2,,,,,,2,,,,,1,2,1,1,200,1,2,1,2
919525,1,1,1,2,3,1,2,,,,,1,1,1,,,1,2,1,1,300,2,,1,6
919527,2,,,1,1,1,1,12,1000,1000,,2,,,,,1,1,1,2,300,1,2,1,1
919529,2,,,2,2,2,,,,,,2,,,,,1,2,2,,1300,2,,1,3
919533,2,,,2,2,1,2,,,,,2,,,,,1,1,2,,500,1,2,1,2
919536,2,,,2,2,2,,,,,,2,,,,,1,2,2,,1500,2,,1,4
919541,1,1,2,1,1,2,,,,,,1,2,2,,,1,3,1,2,1000,1,2,1,3
919547,1,1,2,2,2,2,,,,,,1,4,2,,,1,4,1,1,500,2,,1,4
919574,2,,,1,1,2,,,,,,2,,,,,1,1,2,,850,2,,1,1
919576,,,,1,1,,,,,,,2,,,,,2,,2,,1100,2,,1,1
919579,2,,,1,1,2,,,,,,2,,,,,2,,2,,1000,2,,1,1
919581,2,,,2,2,1,2,,,,,2,,,,,2,,2,,1500,2,,1,2
919582,2,,,1,1,2,,,,,,1,1,2,,,1,1,2,,100,2,,1,2
919585,2,,,1,1,2,,,,,,2,,,,,2,,2,,500,2,,1,1
919586,2,,,2,2,2,,,,,,2,,,,,2,,2,,1000,2,,1,2
919588,2,,,2,3,2,,,,,,1,1,2,,,1,2,1,1,400,2,,1,5
919590,2,,,1,1,2,,,,,,2,,,,,1,2,2,,500,2,,1,1
919617,2,,,2,2,2,,,,,,2,,,,,1,1,2,,1000,2,,1,2
919622,2,,,2,2,1,2,,,,,1,2,2,,,1,2,1,2,400,1,2,1,2
919631,1,3,3,2,2,1,2,,,,,2,,,,,1,3,1,3,2000,1,2,1,3
919643,2,,,2,2,2,,,,,,1,1,1,,,1,2,2,,500,2,,1,4
919665,2,,,2,2,2,,,,,,1,1,1,,,1,2,2,,300,2,,1,2
919668,1,1,1,1,1,1,2,,,,,1,1,2,,,1,1,1,1,300,1,2,1,1
919673,1,2,2,1,1,2,,,,,,1,1,2,,,1,2,2,,800,1,2,1,2
919684,2,,,2,3,1,1,1,1000,0,,1,1,1,,,1,3,1,1,500,2,,1,7
919685,1,1,1,2,3,1,2,,,,,2,,,,,1,2,2,,1000,1,2,1,4
919686,1,1,1,2,4,2,,,,,,1,3,2,,,1,3,2,,1500,1,2,1,6
919706,2,,,2,3,1,1,12,2000,2000,,2,,,,,1,2,2,,700,2,,1,3
919707,2,,,2,2,1,1,7,7000,0,,2,,,,,1,2,1,1,1500,1,2,1,4
919710,2,,,1,1,2,,,,,,2,,,,,2,,2,,600,2,,1,1
919711,2,,,2,2,2,,,,,,2,,,,,1,2,2,,1000,2,,1,2
919717,2,,,1,1,1,2,,,,,2,,,,,1,2,2,,350,2,,1,2
919723,2,,,1,1,2,,,,,,2,,,,,2,,2,,1000,2,,1,1
919726,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1000,2,,1,1
919727,1,1,2,2,2,1,1,12,8000,8000,,1,2,2,,,1,6,1,3,1500,1,2,1,8
919731,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,300,2,,1,1
919733,2,,,1,1,2,,,,,,2,,,,,1,1,2,,400,2,,1,1
919740,2,,,1,1,2,,,,,,2,,,,,1,2,1,1,400,2,,1,2
919741,2,,,1,1,1,1,12,200,,2,1,1,2,,,1,2,2,,500,2,,1,2
919752,2,,,2,2,1,2,,,,,1,1,1,,,1,3,2,,1000,2,,1,3
919757,2,,,2,2,3,,,,,,1,1,1,,,1,2,2,,1200,1,2,1,2
919758,2,,,2,2,2,,,,,,1,1,2,,,1,1,2,,700,2,,1,2
919759,2,,,1,1,2,,,,,,2,,,,,1,2,2,,700,2,,1,2
919762,2,,,2,2,2,,,,,,1,1,2,,,1,1,2,,600,2,,1,2
919766,1,1,1,2,2,3,,,,,,2,,,,,1,4,2,,500,2,,1,8
919771,1,1,2,1,1,2,,,,,,2,,,,,1,1,2,,1000,2,,1,2
919774,2,,,1,1,2,,,,,,2,,,,,1,2,1,1,800,1,2,1,2
919775,2,,,1,1,2,,,,,,2,,,,,1,1,2,,500,2,,1,1
919777,2,,,1,1,2,,,,,,2,,,,,1,1,2,,600,2,,1,1
919778,2,,,2,2,2,,,,,,2,,,,,1,1,1,1,1000,2,,1,2
919793,2,,,2,2,2,,,,,,1,1,2,,,1,2,1,1,1000,1,2,1,2
919795,2,,,1,1,2,,,,,,2,,,,,1,1,1,1,800,2,,1,1
919799,2,,,1,1,2,,,,,,2,,,,,2,,2,,300,2,,1,1
919802,2,,,1,1,2,,,,,,1,1,2,,,1,1,2,,400,2,,1,1
919808,2,,,1,1,2,,,,,,1,1,2,,,1,1,2,,50,2,,1,1
919814,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1200,2,,1,1
919828,2,,,1,1,2,,,,,,2,,,,,1,1,1,1,300,1,2,1,1
919849,2,,,2,2,2,,,,,,2,,,,,1,2,2,,400,2,,1,2
919851,1,1,1,2,2,2,,,,,,1,2,2,,,1,2,1,1,900,1,1,1,2
919856,2,,,2,3,2,,,,,,1,1,1,,,1,2,2,,400,1,2,1,3
919866,2,,,2,2,1,2,,,,,1,2,2,,,1,2,1,1,800,1,2,1,3
919870,2,,,1,1,2,,,,,,1,1,1,,,1,2,2,,200,1,2,1,1
919871,2,,,1,1,2,,,,,,1,1,3,500,,1,1,2,,400,2,,1,1
919886,2,,,1,1,2,,,,,,2,,,,,1,1,2,,600,2,,1,1
919901,,,,1,1,,,,,,,2,,,,,2,,2,,1000,2,,1,1
919903,,,,1,1,,,,,,,2,,,,,2,,2,,1150,2,,1,1
919920,2,,,1,1,2,,,,,,2,,,,,1,1,1,1,600,1,2,1,1
919922,2,,,1,1,2,,,,,,2,,,,,1,1,2,,700,2,,1,1
919923,2,,,1,1,2,,,,,,2,,,,,1,1,2,,700,2,,1,1
919930,2,,,1,1,2,,,,,,2,,,,,1,1,2,,500,2,,1,1
919937,2,,,1,1,2,,,,,,2,,,,,2,,2,,600,2,,1,1
919938,2,,,2,2,2,,,,,,2,,,,,1,1,2,,500,2,,1,2
919939,2,,,1,1,2,,,,,,2,,,,,2,,2,,600,2,,1,1
919940,2,,,1,1,4,,,,,,2,,,,,1,2,2,,500,2,,1,2
919941,2,,,1,1,2,,,,,,2,,,,,1,4,2,,1600,2,,1,4
919945,2,,,1,1,3,,,,,,2,,,,,1,1,2,,500,2,,1,1
919947,2,,,1,1,2,,,,,,1,1,1,,,1,2,2,,800,2,,1,2
919953,2,,,1,1,2,,,,,,2,,,,,1,2,2,,600,2,,1,1
919955,2,,,1,1,4,,,,,,1,2,1,,,1,2,2,,1000,1,2,1,2
919956,2,,,1,1,2,,,,,,2,,,,,1,1,2,,600,2,,1,1
919957,2,,,2,3,4,,,,,,2,,,,,1,1,2,,500,1,1,1,3
919958,2,,,1,1,4,,,,,,1,1,1,,,1,1,2,,400,1,2,1,1
919961,2,,,1,1,4,,,,,,2,,,,,1,1,2,,500,2,,1,1
919970,2,,,1,1,2,,,,,,2,,,,,1,1,2,,200,2,,1,1
919972,2,,,1,1,2,,,,,,1,1,1,,,1,2,2,,1000,1,2,1,2
919974,,,,,,,,,,,,2,,,,,2,,2,,100,2,,2,0
919979,2,,,1,1,1,2,,,,,1,2,2,,,1,2,2,,1000,1,2,1,1
919981,2,,,1,1,3,,,,,,2,,,,,1,1,2,,600,2,,1,1
919985,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,500,2,,1,1
919987,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,900,2,,1,1
919990,2,,,2,2,1,2,,,,,1,1,2,,,1,2,2,,1500,2,,1,2
919996,2,,,1,1,3,,,,,,2,,,,,1,1,2,,900,2,,1,1
919997,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,500,2,,1,1
919998,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,800,2,,1,1
920010,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,1000,2,,1,1
920013,2,,,1,1,3,,,,,,2,,,,,1,1,2,,300,2,,1,1
920022,2,,,2,2,2,,,,,,2,,,,,1,2,1,1,1300,2,,1,2
920024,2,,,2,2,2,,,,,,2,,,,,1,3,2,,500,2,,1,3
920027,2,,,1,1,2,,,,,,2,,,,,1,2,2,,1000,2,,1,2
920032,2,,,1,1,2,,,,,,2,,,,,1,2,1,1,900,2,,1,2
920041,2,,,1,1,2,,,,,,2,,,,,1,2,2,,1300,2,,1,2
920045,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1000,2,,1,1
920069,1,1,1,2,2,2,,,,,,2,,,,,1,1,2,,600,1,1,1,2
920075,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1000,2,,1,1
920080,1,1,2,1,1,2,,,,,,1,1,1,,,1,2,2,,400,1,2,1,1
920085,2,,,1,1,1,1,3,300,0,,2,,,,,1,3,2,,700,1,2,1,2
920118,,,,,,,,,,,,2,,,,,2,,2,,200,2,,2,0
920120,,,,,,,,,,,,2,,,,,2,,1,1,500,2,,2,0
920123,,,,,,,,,,,,2,,,,,2,,2,,200,2,,2,0
920126,,,,,,,,,,,,2,,,,,2,,1,1,300,2,,2,0
920127,,,,,,,,,,,,2,,,,,2,,2,,200,2,,2,0
920130,,,,,,,,,,,,2,,,,,2,,1,1,100,2,,2,0
920133,,,,,,,,,,,,2,,,,,2,,2,,200,2,,2,0
920134,,,,,,,,,,,,2,,,,,2,,2,,200,2,,2,0
920140,,,,,,,,,,,,2,,,,,2,,2,,200,2,,2,0
920143,,,,,,,,,,,,2,,,,,2,,2,,200,2,,2,0
920148,,,,,,,,,,,,2,,,,,2,,1,1,300,2,,2,0
920151,,,,,,,,,,,,2,,,,,2,,2,,500,2,,2,0
920152,,,,,,,,,,,,2,,,,,2,,2,,200,2,,2,0
920155,,,,,,,,,,,,2,,,,,2,,1,1,400,2,,2,0
920159,,,,1,1,,,,,,,2,,,,,2,,2,,1200,2,,1,1
920161,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1600,2,,1,2
920171,2,,,1,1,2,,,,,,1,1,3,0,,2,,2,,1200,2,,1,1
920172,2,,,2,2,2,,,,,,1,2,1,,,1,2,2,,600,1,1,1,4
920173,2,,,1,1,2,,,,,,2,,,,,1,1,2,,500,2,,1,1
920176,,,,1,1,,,,,,,2,,,,,2,,2,,520,2,,1,1
920177,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1000,2,,1,1
920185,2,,,1,1,2,,,,,,1,2,2,,,1,1,2,,1000,1,2,1,1
920187,2,,,1,1,2,,,,,,1,1,3,0,,1,1,1,1,400,1,2,1,1
920191,2,,,1,1,2,,,,,,1,1,2,,,1,1,2,,1250,1,2,1,1
920197,2,,,1,1,2,,,,,,2,,,,,2,,2,,800,2,,1,1
920199,2,,,1,1,2,,,,,,1,1,2,,,1,1,1,1,1000,1,2,1,1
920202,2,,,2,2,2,,,,,,2,,,,,1,1,1,1,500,2,,1,3
920213,2,,,1,1,2,,,,,,2,,,,,1,1,2,,400,2,,1,1
920214,2,,,1,1,2,,,,,,2,,,,,1,1,2,,400,2,,1,1
920215,2,,,1,1,2,,,,,,2,,,,,1,1,2,,800,2,,1,1
920218,2,,,1,1,2,,,,,,2,,,,,1,1,2,,500,2,,1,1
920222,2,,,1,1,2,,,,,,2,,,,,1,1,1,1,500,1,2,1,1
920225,2,,,2,2,1,2,,,,,1,1,3,,1,1,2,1,2,500,1,2,1,2
920226,2,,,1,1,2,,,,,,2,,,,,1,2,2,,700,2,,1,1
920229,2,,,1,1,2,,,,,,2,,,,,1,1,2,,400,2,,1,1
920238,2,,,1,1,2,,,,,,1,1,1,,,1,1,1,1,700,1,2,1,1
920239,2,,,1,1,2,,,,,,2,,,,,1,1,2,,700,2,,1,1
920243,2,,,1,1,2,,,,,,2,,,,,1,1,1,1,600,1,2,1,1
920246,2,,,1,1,1,2,,,,,2,,,,,2,,2,,1000,2,,1,1
920279,2,,,1,1,2,,,,,,2,,,,,2,,2,,400,1,2,1,1
920289,2,,,1,1,2,,,,,,2,,,,,1,1,2,,300,2,,1,1
920290,2,,,1,1,2,,,,,,2,,,,,2,,2,,200,2,,1,1
920291,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1000,2,,1,1
920294,2,,,1,1,2,,,,,,2,,,,,1,1,2,,600,2,,1,1
920295,,,,1,1,,,,,,,2,,,,,2,,2,,800,2,,1,1
920297,2,1,1,1,1,2,,,,,,1,1,2,,,1,1,1,1,300,1,2,1,1
920303,2,,,1,1,2,,,,,,2,,,,,1,1,1,1,300,2,,1,1
920305,2,,,1,1,1,1,12,500,300,,1,1,3,1500,,1,1,1,1,800,1,2,1,1
920306,2,,,1,1,2,,,,,,2,,,,,1,1,2,,400,2,,1,1
920307,2,,,1,1,2,,,,,,2,,,,,1,1,2,,500,2,,1,1
920308,2,,,2,3,2,,,,,,1,2,1,,,1,2,1,1,500,1,2,1,3
920310,2,,,1,1,2,,,,,,2,,,,,1,1,1,1,600,2,,1,1
920312,2,,,1,1,2,,,,,,2,,,,,1,2,2,,800,2,,1,1
920315,2,,,1,1,2,,,,,,2,,,,,1,2,1,1,1000,1,2,1,1
920317,2,,,1,1,2,,,,,,2,,,,,1,1,1,1,500,1,2,1,1
920327,2,,,1,1,2,,,,,,2,,,,,1,1,1,1,500,1,2,1,1
920332,,,,,,,,,,,,2,,,,,2,,2,,1000,2,,2,0
920333,2,,,2,3,2,,,,,,2,,,,,1,4,1,1,1100,1,2,1,3
920341,2,,,1,1,2,,,,,,2,,,,,1,1,2,,600,2,,1,1
920344,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,300,2,,1,1
920353,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,500,2,,1,1
920354,2,,,1,1,1,2,,,,,2,,,,,1,1,1,1,600,2,,1,1
920358,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,300,2,,1,1
920360,2,,,1,1,1,2,,,,,1,1,2,,,1,1,1,1,1800,1,1,1,1
920361,2,,,1,1,1,2,,,,,2,,,,,1,1,1,1,400,1,2,1,1
920362,2,,,1,1,3,,,,,,2,,,,,1,1,2,,700,2,,1,1
920368,1,1,1,1,1,1,2,,,,,1,1,2,,,1,1,2,,1500,2,,1,1
920371,2,,,1,1,3,,,,,,2,,,,,1,1,2,,700,2,,1,1
920375,2,1,1,1,1,1,2,,,,,1,1,2,,,1,1,1,1,400,1,2,1,1
920376,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,500,2,,1,1
920377,2,,,1,1,3,,,,,,2,,,,,2,,2,,300,2,,1,1
920382,2,,,1,1,1,1,1,150,0,,2,,,,,1,1,2,,200,2,,1,1
920385,2,,,1,1,2,,,,,,2,,,,,1,1,2,,200,2,,1,1
920390,2,,,1,1,3,,,,,,2,,,,,1,2,2,,300,2,,1,1
920392,2,,,1,1,2,,,,,,2,,,,,1,2,2,,250,1,2,1,2
920395,2,,,1,1,2,,,,,,2,,,,,1,2,2,,200,1,2,1,2
920397,2,,,1,1,2,,,,,,1,1,2,,,1,1,2,,500,1,2,1,1
920398,2,,,2,2,2,,,,,,2,,,,,1,2,2,,500,1,2,1,2
920400,2,,,1,1,3,,,,,,2,,,,,1,1,2,,300,2,,1,1
920402,2,,,1,1,2,,,,,,2,,,,,1,2,2,,300,2,,1,1
920407,2,,,1,1,2,,,,,,2,,,,,1,1,2,,200,2,,1,1
920434,2,,,1,1,3,,,,,,2,,,,,1,1,2,,1300,2,,1,1
920435,1,3,2,2,5,1,2,,,,,1,3,2,,,1,2,2,,1500,1,2,1,5
920437,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,700,2,,1,1
920438,2,,,1,1,1,2,,,,,2,,,,,1,1,1,1,1000,1,2,1,1
920441,2,,,1,1,3,,,,,,2,,,,,1,1,2,,600,2,,1,1
920445,,,,,,,,,,,,2,,,,,2,,2,,700,2,,2,0
920447,1,1,1,1,1,1,2,,,,,1,1,2,,,1,1,2,,300,1,2,1,2
920449,2,,,1,1,1,2,,,,,1,1,2,,,1,1,2,,600,2,,1,1
920452,2,,,1,1,2,,,,,,2,,,,,1,1,2,,200,2,,1,2
920455,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,1000,2,,1,1
920458,2,,,1,1,1,2,,,,,1,1,2,,,1,1,2,,150,1,2,1,1
920469,2,,,1,1,3,,,,,,2,,,,,1,1,2,,1000,2,,1,1
920475,2,,,1,1,2,,,,,,2,,,,,1,2,1,1,600,2,,1,2
920490,2,,,1,1,1,1,2,600,0,,2,,,,,1,1,1,1,1000,1,2,1,1
920492,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1000,2,,1,1
920493,2,1,1,1,1,2,,,,,,1,2,1,,,1,2,2,,1500,2,,1,2
920500,2,,,1,1,2,,,,,,2,,,,,1,1,2,,700,2,,1,1
920502,2,,,2,2,3,,,,,,1,1,1,,,2,,2,,2000,1,2,1,2
920503,2,,,1,1,1,2,,,,,2,,,,,1,1,1,1,700,2,,1,1
920505,2,,,1,1,1,2,,,,,1,1,1,,,1,1,2,,400,2,,1,1
920506,2,1,1,2,2,3,,,,,,1,1,1,,,1,2,1,1,300,1,2,1,2
920510,2,,,1,1,3,,,,,,2,,,,,1,1,2,,800,2,,1,1
920512,2,,,1,1,3,,,,,,1,1,2,,,1,1,2,,500,1,2,1,1
920514,2,,,1,1,1,2,,,,,2,,,,,2,,2,,1600,2,,1,1
920515,2,,,2,2,2,,,,,,1,3,3,4000,,1,2,1,1,600,1,2,1,2
920521,2,,,1,1,1,2,,,,,2,,,,,1,1,1,1,1000,2,,1,1
920522,2,,,1,1,1,2,,,,,1,1,2,,,1,1,2,,400,2,,1,1
920523,2,,,1,1,2,,,,,,2,,,,,1,2,2,,500,2,,1,2
920527,2,,,1,1,3,,,,,,2,,,,,1,2,2,,800,2,,1,2
920539,2,,,2,2,2,,,,,,2,,,,,1,2,1,1,300,2,,1,2
920559,,,,,,,,,,,,2,,,,,2,,2,,300,2,,2,0
920566,2,,,1,1,2,,,,,,2,,,,,1,2,2,,500,2,,1,2
920569,2,,,1,1,1,2,,,,,1,1,2,,,1,2,1,1,1000,1,1,1,1
920579,1,1,1,2,2,1,2,,,,,1,2,2,,,1,2,1,1,500,2,,1,2
920599,2,,,1,1,3,,,,,,2,,,,,2,,2,,900,2,,1,1
920600,2,,,2,2,2,,,,,,1,2,2,,,1,2,2,,600,1,2,1,4
920617,2,1,1,2,2,1,2,,,,,1,2,1,,,1,2,2,,600,1,2,1,2
920630,2,,,1,1,1,2,,,,,1,1,2,,,1,1,1,1,600,2,,1,1
920632,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,1500,2,,1,1
920647,1,1,1,2,2,1,2,,,,,1,2,2,,,1,2,1,1,600,1,2,1,3
920648,2,,,1,1,1,1,2,800,0,,2,,,,,1,1,2,,500,2,,1,1
920654,2,,,1,1,2,,,,,,2,,,,,1,1,2,,700,2,,1,1
920660,2,,,1,1,1,2,,,,,1,1,1,,,1,1,2,,1500,1,2,1,1
920668,1,1,1,2,3,1,2,,,,,1,2,2,,,1,2,1,1,500,1,2,1,5
920669,2,,,1,1,1,2,,,,,2,,,,,1,1,1,1,1000,1,2,1,1
920682,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,400,2,,1,1
920688,2,,,1,1,1,2,,,,,1,1,2,,,1,2,2,,300,1,2,1,2
920689,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,400,2,,1,1
920693,2,,,1,1,3,,,,,,2,,,,,1,1,2,,500,2,,1,1
920709,2,,,1,1,1,2,,,,,1,1,2,,,1,2,2,,1000,2,,1,1
920710,2,,,1,1,2,,,,,,2,,,,,1,1,1,1,1000,2,,1,1
920715,2,,,1,1,1,2,,,,,2,,,,,1,1,1,1,600,1,2,1,1
920716,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,800,2,,1,1
920730,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,700,2,,1,1
920733,2,,,2,3,1,2,,,,,1,2,2,,,1,2,1,1,2500,1,2,1,3
920738,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,500,2,,1,1
920741,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,1500,2,,1,1
920743,2,,,1,1,1,1,4,1000,600,,2,,,,,1,1,1,1,300,2,,1,2
920745,2,,,1,1,3,,,,,,2,,,,,1,1,2,,300,2,,1,1
920747,1,1,1,1,1,1,2,,,,,2,,,,,1,1,2,,700,1,2,1,2
920749,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,1700,2,,1,1
920752,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,700,2,,1,1
920776,,,,1,1,,,,,,,2,,,,,2,,2,,500,2,,1,1
920778,2,,,1,1,3,,,,,,2,,,,,2,,2,,700,2,,1,1
920781,,,,1,1,,,,,,,2,,,,,2,,2,,900,2,,1,1
920784,,,,1,1,,,,,,,2,,,,,1,1,2,,200,2,,1,1
920788,2,,,1,1,3,,,,,,2,,,,,2,,2,,800,2,,1,1
920794,,,,,,,,,,,,2,,,,,2,,2,,200,2,,2,0
920796,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1000,2,,1,1
920801,,,,,,,,,,,,2,,,,,2,,2,,400,2,,2,0
920809,2,,,1,1,2,,,,,,1,1,1,,,1,1,2,,500,2,,1,1
920810,,,,,,,,,,,,2,,,,,2,,2,,400,2,,2,0
920812,,,,,,,,,,,,2,,,,,2,,2,,300,2,,2,0
920814,,,,,,,,,,,,2,,,,,2,,2,,200,2,,2,0
920815,,,,,,,,,,,,2,,,,,2,,2,,500,2,,2,0
920816,,,,,,,,,,,,2,,,,,2,,2,,300,2,,2,0
920817,,,,,,,,,,,,2,,,,,2,,2,,500,2,,2,0
920818,2,,,1,1,2,,,,,,1,1,1,,,1,1,2,,600,2,,1,1
920819,,,,,,,,,,,,2,,,,,2,,2,,200,2,,2,0
920822,2,,,1,1,2,,,,,,1,1,1,,,1,1,1,1,1000,2,,1,1
920825,2,,,1,1,1,1,12,10000,8000,,1,1,1,,,1,1,1,1,1000,2,,1,1
920826,2,,,2,2,2,,,,,,1,2,3,,1,1,2,2,,1000,2,,1,2
