nquest,nord,nesplav,dislav,disann,exlav,etalav,contrib,acontrib,mcontrib,occnow,problav1,cerc2,problav2,finelav,etalav2,etapen,coppu,coppmax,coppmin,prevcom,coppip
919445,1,2,2,,1,22,1,35,,2,,,,2002,,,,,,,
919445,2,2,1,15,3,14,1,35,,2,,,,2013,,,,,,,
919446,1,2,2,,1,23,1,40,,2,,,,2000,,,,,,,
919446,2,4,1,10,1,15,1,28,,2,,,,1998,,,,,,,
919446,3,0,,,,,,,,2,,,,,,,,,,,
919450,1,3,2,,1,14,1,40,,2,,,,2010,,,,,,,
919450,2,1,2,,,14,1,43,,1,100,2,,,,66,70,80,60,,
919450,3,1,,3,,26,1,1,,2,,1,,2016,,,,,,,
919451,1,3,2,,3,14,1,41,,2,,,,2013,,,,,,,
919451,2,1,2,,,15,1,30,,2,,,,2016,,,,,,,
919453,1,3,2,,1,18,1,33,,1,70,2,,,,,,,,,
919453,2,3,1,9,1,19,1,21,,2,,2,,2010,,,,,,,
919453,3,0,,,,,,,,1,,2,,,,,,,,,
919453,4,0,,,,,,,,2,,1,,,,,,,,,
919460,1,4,,5,1,21,1,28,,2,,1,30,2012,,,,,,,
919460,2,2,,8,1,21,1,10,,1,0,2,,,,,,,,,
919460,3,1,2,,,22,1,10,,1,,2,,,,,,,,2,
919460,4,2,2,,1,20,1,1,,1,,2,,,20,,,,,2,
919464,1,1,2,,,17,1,30,,2,,,,1990,,,,,,,
919464,2,1,2,,,20,1,35,,2,,,,1995,,,,,,,
919482,1,5,1,5,1,13,1,10,,2,,,,1974,,,,,,,
919482,2,3,,3,1,18,1,8,,2,,1,,2008,,,,,,,
919487,1,2,2,,1,18,1,40,,2,,,,1990,,,,,,,
919487,2,2,1,2,1,18,1,15,,2,,2,,1980,,,,,,,
919489,1,0,,,,,,,,2,,,,,,,,,,,
919492,1,2,2,,1,20,1,38,,1,99,2,,,20,62,80,100,70,2,
919492,2,3,1,11,1,17,1,5,,2,,1,,2006,,,,,,,
919492,3,,,,,,,,,,,,,,,,,,,,
919494,1,1,2,,,15,1,45,,2,,,,2013,,,,,,,
919494,2,3,1,1,1,15,1,15,,2,,2,,2005,,,,,,,
919494,3,1,1,3,,20,2,,,1,,2,,,,,,,,2,
919500,1,4,2,,1,27,1,20,,1,100,2,,,43,65,50,50,40,2,
919505,1,2,2,,3,25,1,42,,1,100,2,,,33,65,25,25,20,,
919505,2,2,2,,3,23,1,40,,1,100,2,,,30,64,25,25,20,,
919516,1,3,2,,1,27,1,17,,1,100,2,,,34,69,60,65,55,2,
919516,2,4,1,6,3,30,1,6,,1,,2,,,42,,,,,,
919516,3,,,,,,,,,,,,,,,,,,,,
919521,1,3,2,,1,18,1,20,,1,100,2,,,23,65,80,80,60,2,
919521,2,1,2,,,20,1,5,,2,,1,50,2010,,,,,,,
919521,3,,,,,,,,,,,,,,,,,,,,
919521,4,,,,,,,,,,,,,,,,,,,,
919525,1,6,2,,3,27,1,15,,1,100,2,,,28,65,100,100,70,2,
919525,2,3,2,,1,23,1,13,,1,,2,,,23,,,,,2,
919525,3,,,,,,,,,,,,,,,,,,,,
919525,4,,,,,,,,,,,,,,,,,,,,
919527,1,1,2,,,15,1,26,,1,100,2,,,,58,60,65,40,2,
919527,2,2,,2,3,15,1,15,,2,,1,50,2014,,,,,,,
919527,3,0,,,,,,,,2,,2,,,,,,,,,
919527,4,,,,,,,,,,,,,,,,,,,,
919527,5,,,,,,,,,,,,,,,,,,,,
919529,1,3,2,,1,16,1,37,,2,,,,1999,,,,,,,
919529,2,2,2,,1,13,1,8,,2,,2,,1980,,,,,,,
919533,1,2,1,2,1,20,1,15,,1,100,2,,,38,70,50,80,50,2,
919533,2,,,,,,,,,,,,,,,,,,,,
919533,3,,,,,,,,,,,,,,,,,,,,
919536,1,5,2,,3,15,1,46,,2,,,,2013,,,,,,,
919536,2,6,2,,1,18,1,41,,2,,,,2010,,,,,,,
919541,1,3,2,,3,20,1,30,,1,100,2,,,28,67,60,70,60,2,
919541,2,3,2,,3,19,1,28,,1,,2,,,48,,,,,,
919541,3,2,1,1,1,18,1,4,,1,,1,,,22,,,,,2,
919541,4,0,,,,,,,,2,,2,,,,,,,,,
919547,1,1,2,,,21,1,28,,1,100,2,,,,64,70,80,70,2,
919547,2,5,2,,3,17,1,32,,1,,2,,,37,,,,,,
919547,3,0,,,,,,,,2,,2,,,,,,,,,
919574,1,5,1,3,1,15,1,40,,2,,,,1995,,,,,,,
919574,2,3,1,34,1,21,1,7,,2,,2,,1995,,,,,,,
919576,1,5,2,,3,15,1,36,,1,100,2,,,48,56,100,100,100,2,
919576,2,2,2,,3,20,1,30,,1,,2,,,47,,,,,,
919579,1,1,2,,,12,1,35,,2,,,,2002,,,,,,,
919579,2,1,2,,,12,1,40,,2,,,,2007,,,,,,,
919579,3,1,2,,,12,1,45,,2,,,,1994,,,,,,,
919581,1,2,2,,3,12,1,42,,2,,,,2003,,,,,,,
919581,2,1,1,7,,14,1,40,,2,,,,2004,,,,,,,
919582,1,3,1,2,1,14,1,36,,1,100,2,,,35,60,60,70,60,2,
919582,2,3,1,2,1,18,1,25,,2,,1,50,2016,49,57,60,70,60,2,
919585,1,1,2,,,11,1,35,,2,,,,2010,,,,,,,
919586,1,1,2,,,14,1,35,,2,,,,1992,,,,,,,
919586,2,1,2,,,12,1,37,,2,,,,1999,,,,,,,
919588,1,1,2,,,24,1,21,,1,100,2,,,,65,80,90,70,,
919588,2,1,,15,,18,1,6,,2,,2,,2004,,,,,,,
919588,3,,,,,,,,,,,,,,,,,,,,
919588,4,,,,,,,,,,,,,,,,,,,,
919590,1,3,,1,1,18,1,27,,1,100,2,,,,,,,,,
919590,2,1,2,,,22,1,37,,1,,2,,,,,,,,2,
919617,1,3,2,,1,15,1,36,,2,,,,1996,,,,,,,
919617,2,0,,,,,,,,2,,,,,,,,,,,
919622,1,4,2,,1,18,1,42,,1,100,2,,,34,60,80,80,60,2,
919622,2,1,2,,,27,1,31,,1,100,2,,,,67,80,80,60,,
919631,1,2,2,,1,18,1,37,,1,100,2,,,24,62,60,62,60,1,70
919631,2,1,2,,,14,1,14,,2,,2,,1989,,,,,,,
919631,3,3,2,,1,19,1,3,,1,,1,,,25,,,,,5,
919631,4,2,2,,1,19,1,4,,1,100,2,,,21,70,60,60,50,1,70
919643,1,6,2,,1,15,1,26,,1,100,2,,,28,60,95,100,60,2,
919643,2,5,2,,1,22,1,15,,1,,2,,,41,,,,,2,
919643,3,,,,,,,,,,,,,,,,,,,,
919643,4,,,,,,,,,,,,,,,,,,,,
919665,1,3,2,,3,17,1,40,,2,,,,2003,,,,,,,
919665,2,1,2,,,21,1,39,,2,,,,2006,,,,,,,
919668,1,2,2,,1,25,1,35,,2,,,,2010,,,,,,,
919673,1,4,1,2,1,19,1,35,,2,,,,2012,,,,,,,
919673,2,5,1,1,1,28,1,8,,2,,1,,2017,35,,,,,2,
919684,1,11,2,,3,18,1,19,,1,100,2,,,38,70,70,75,60,,
919684,2,1,2,,,22,1,32,,1,100,2,,,,67,75,80,70,,
919684,3,,,,,,,,,,,,,,,,,,,,
919684,4,,,,,,,,,,,,,,,,,,,,
919685,1,10,,10,1,15,1,28,,2,,1,10,2016,,,,,,,
919685,2,2,2,,1,20,1,35,,2,,,,2000,,,,,,,
919686,1,6,2,,3,25,1,20,,1,100,2,,,37,70,50,60,40,2,
919686,2,4,1,1,3,25,1,15,,1,100,2,,,34,65,50,60,40,2,
919686,3,0,,,,,,,,2,,2,,,,,,,,,
919686,4,,,,,,,,,,,,,,,,,,,,
919686,5,,,,,,,,,,,,,,,,,,,,
919706,1,2,2,,3,25,1,35,,2,,,,2005,,,,,,,
919707,1,1,2,,,14,1,46,,2,,,,1996,,,,,,,
919710,1,1,2,,,14,1,51,,2,,,,1997,,,,,,,
919711,1,1,2,,,18,1,35,,2,,,,1996,,,,,,,
919711,2,1,2,,,20,1,1,,2,,,,1965,,,,,,,
919717,1,1,2,,,23,1,36,,2,,,,2000,,,,,,,
919717,2,2,1,10,1,21,1,17,,1,100,2,,,53,70,40,45,30,2,
919723,1,1,2,,,19,1,40,,2,,,,1983,,,,,,,
919726,1,2,2,,1,16,1,44,,1,0,2,,,16,67,70,80,70,2,
919726,2,0,,,,,,,,2,,2,,,,,,,,,
919726,3,1,,1,,19,1,11,,2,,1,,2016,,,,,,,
919727,1,4,2,,1,15,1,40,,1,100,2,,,51,60,70,70,65,2,
919727,2,1,2,,,22,1,32,,1,100,2,,,,66,70,80,65,1,75
919727,3,1,1,1,,22,1,4,,1,,1,,,,,,,,,
919727,4,2,2,,1,19,1,3,,1,,2,,,19,,,,,2,
919727,5,0,,,,,,,,2,,1,,,,,,,,,
919727,6,0,,,,,,,,2,,1,,,,,,,,,
919727,7,1,2,,,16,1,45,,2,,,,2004,,,,,,,
919731,1,1,2,,,19,1,35,,1,100,2,,,,70,60,75,60,,
919731,2,0,,,,,,,,2,,2,,,,,,,,,
919733,1,1,2,,,18,1,40,,2,,,,2002,,,,,,,
919740,1,1,2,,,22,1,25,,1,90,2,,,,70,80,80,70,2,
919740,2,2,2,,3,16,1,40,,2,,,,1997,,,,,,,
919741,1,1,2,,,23,1,13,,1,100,2,,,,68,80,80,70,2,
919741,2,4,2,,1,15,1,27,,1,,2,,,30,,,,,2,
919741,3,,,,,,,,,,,,,,,,,,,,
919752,1,3,,1,1,15,1,40,,1,100,2,,,32,58,100,110,90,1,100
919752,2,2,2,,1,15,1,35,,1,,2,,,15,,,,,2,
919752,3,1,2,,,20,1,6,,1,,2,,,,,,,,1,
919757,1,4,1,10,1,19,1,12,,1,100,2,,,40,67,70,75,60,2,
919757,2,1,2,,,19,1,32,,1,,2,,,,,,,,,
919757,3,0,,,,,,,,2,,2,,,,,,,,,
919757,4,1,2,,,19,1,4,,1,,2,,,,,,,,2,
919758,1,1,2,,,40,1,15,,2,,,,2001,,,,,,,
919759,1,2,2,,1,25,1,35,,2,,,,2015,,,,,,,
919759,2,1,1,20,,33,1,15,,2,,,,1986,,,,,,,
919762,1,0,,,,,,,,2,,,,,,,,,,,
919762,2,2,,2,1,18,1,10,,2,,1,,2014,,,,,,,
919762,3,0,,,,,,,,2,,2,,,,,,,,,
919762,4,,,,,,,,,,,,,,,,,,,,
919766,1,2,,2,1,16,1,39,,2,,2,,2016,,,,,,,
919766,2,3,1,4,1,16,1,15,,1,,2,,,47,,,,,2,
919766,3,1,2,,,19,1,9,,1,,2,,,,,,,,2,
919766,4,3,2,,1,16,1,6,,1,,2,,,20,,,,,2,
919771,1,2,1,5,1,15,1,35,,2,,,,2011,,,,,,,
919771,2,2,1,2,1,15,1,40,,2,,,,2006,,,,,,,
919774,1,3,1,10,3,18,1,20,,2,,,,2001,,,,,,,
919774,2,1,1,24,,18,1,17,,2,,,,2011,,,,,,,
919775,1,1,1,2,,22,1,15,,1,100,2,,,,67,70,80,65,2,
919775,2,3,1,1,1,22,2,,,1,,1,,,22,,,,,2,
919775,3,0,,,,,,,,2,,2,,,,,,,,,
919777,1,3,2,,1,25,1,40,,2,,,,2011,,,,,,,
919778,1,5,1,10,1,22,1,12,,1,90,2,,,40,67,70,70,60,2,
919778,2,4,1,5,1,20,1,18,,1,,2,,,40,,,,,2,
919778,3,2,,5,1,17,1,2,,2,,1,,2014,,,,,,,
919778,4,2,1,1,1,21,1,3,,1,,2,,,22,,,,,2,
919793,1,2,1,1,1,22,1,25,,1,100,2,,,24,67,70,70,65,2,
919793,2,3,1,1,1,21,1,30,,1,,2,,,31,,,,,2,
919795,1,3,1,1,1,16,1,8,,1,80,2,,,23,67,70,70,60,2,
919799,1,0,,,,,,,,2,,2,,,,,,,,,
919799,2,0,,,,,,,,2,,1,,,,,,,,,
919802,1,1,2,,,25,1,35,,2,,,,2000,,,,,,,
919808,1,1,2,,,25,1,45,,2,,,,2006,,,,,,,
919808,2,1,2,,,26,1,35,,2,,,,2004,,,,,,,
919814,1,1,2,,,21,1,42,,2,,,,2015,,,,,,,
919828,1,5,1,2,1,21,1,30,,1,100,2,,,43,70,50,60,45,2,
919828,2,2,,4,1,29,1,4,,2,,1,0,2013,,,,,,,
919849,1,0,,,,,,,,2,,,,,,,,,,,
919849,2,0,,,,,,,,2,,,,,,,,,,,
919851,1,1,2,,,25,1,26,,1,100,2,,,,70,80,100,60,2,
919851,2,2,2,,1,20,1,37,,1,,2,,,40,,,,,2,
919856,1,2,1,2,1,21,1,29,,1,60,2,,,30,65,50,70,50,2,
919856,2,3,1,1,3,16,1,12,,1,,1,,,30,,,,,,
919856,3,,,,,,,,,,,,,,,,,,,,
919866,1,2,,3,1,22,1,18,,1,100,2,,,,,,,,,
919866,2,1,2,,,26,1,19,,1,,2,,,,,,,,2,
919866,3,,,,,,,,,,,,,,,,,,,,
919870,1,3,2,,3,19,1,44,,2,,,,2008,,,,,,,
919870,2,0,,,,,,,,2,,2,,,,,,,,,
919871,1,2,2,,1,18,1,21,,1,100,2,,,27,63,80,100,60,1,80
919886,1,2,2,,1,20,1,37,,2,,,,2010,,,,,,,
919886,2,1,2,,,21,1,3,,2,,2,,1973,,,,,,,
919901,1,0,,,,,,,,2,,,,,,,,,,,
919903,1,0,,,,,,,,2,,,,,,,,,,,
919920,1,2,2,,1,20,1,25,,1,70,2,,,41,70,70,75,65,2,
919922,1,10,1,2,1,21,1,10,,1,100,2,,,50,70,50,55,48,2,
919923,1,4,1,2,1,18,1,8,,1,100,2,,,48,70,60,62,55,2,
919930,1,2,1,1,1,19,1,3,,1,100,2,,,23,70,60,65,58,2,
919937,1,0,,,,,,,,2,,2,,,,,,,,,
919938,1,1,2,,,18,1,40,,2,,,,1995,,,,,,,
919938,2,0,,,,,,,,2,,2,,,,,,,,,
919939,1,0,,,,,,,,2,,2,,,,,,,,,
919940,1,1,,8,,18,1,30,,2,,2,,2009,,,,,,,
919940,2,0,,,,,,,,2,,2,,,,,,,,,
919940,3,1,1,2,,19,1,5,,1,,2,,,,,,,,3,
919941,1,2,1,10,1,14,1,20,,2,,,,1971,,,,,,,
919941,2,1,2,,,20,1,25,,1,,2,,,,,,,,3,
919941,3,1,2,,,20,1,23,,1,,2,,,,,,,,3,
919941,4,1,2,,,20,1,21,,1,,2,,,,,,,,2,
919945,1,1,2,,,20,1,40,,2,,,,2015,,,,,,,
919945,2,0,,,,,,,,2,,2,,,,,,,,,
919945,3,1,2,,,30,1,30,,2,,2,,1996,,,,,,,
919945,4,,,,,,,,,,,,,,,,,,,,
919947,1,1,2,,,18,1,40,,2,,,,2003,,,,,,,
919947,2,1,2,,,40,1,20,,2,,,,2003,,,,,,,
919953,1,1,2,,,30,1,32,,1,100,2,,,,67,70,70,70,2,
919953,2,0,,,,,,,,2,,2,,,,,,,,,
919955,1,1,2,,,29,1,18,,1,100,2,,,,70,70,75,65,,
919955,2,1,2,,,36,1,4,,1,100,2,,,,70,70,70,60,2,
919955,3,,,,,,,,,,,,,,,,,,,,
919955,4,,,,,,,,,,,,,,,,,,,,
919955,5,,,,,,,,,,,,,,,,,,,,
919956,1,0,,,,,,,,2,,,,,,,,,,,
919957,1,1,2,,,20,1,25,,1,100,2,,,,68,70,75,65,4,
919957,2,4,1,2,1,13,1,13,,2,,,,2007,,,,,,,
919958,1,1,2,,,25,1,24,,1,100,2,,,,67,70,70,60,4,
919961,1,0,,,,,,,,2,,,,,,,,,,,
919970,1,1,,2,,17,1,25,,2,,2,,2015,,,,,,,
919970,2,0,,,,,,,,2,,2,,,,,,,,,
919972,1,1,2,,,19,1,33,,1,100,2,,,,70,65,70,60,,
919972,2,1,2,,,30,1,20,,1,,2,,,,,,,,2,
919972,3,0,,,,,,,,2,,2,,,,,,,,,
919972,4,0,,,,,,,,2,,2,,,,,,,,,
919972,5,,,,,,,,,,,,,,,,,,,,
919974,1,1,,2,,15,2,,,2,,2,,2015,,,,,,,
919979,1,1,2,,,18,1,42,,2,,,,2015,,,,,,,
919979,2,1,2,,,16,1,35,,2,,,,2011,,,,,,,
919979,3,1,2,,,27,2,,,1,,2,,,,,,,,,
919981,1,3,2,,1,16,1,30,,2,,,,2000,,,,,,,
919981,2,0,,,,,,,,2,,2,,,,,,,,,
919985,1,2,2,,1,15,1,15,,2,,,,1990,,,,,,,
919985,2,0,,,,,,,,2,,2,,,,,,,,,
919987,1,1,2,,,26,1,38,,2,,2,,2017,,65,80,90,70,,
919990,1,1,2,,,21,1,39,,2,,,,1988,,,,,,,
919990,2,1,2,,,20,1,20,,2,,,,2000,,,,,,,
919996,1,1,2,,,16,1,30,,2,,,,1985,,,,,,,
919997,1,2,2,,1,15,1,9,,2,,2,,1998,,,,,,,
919997,2,1,2,,,14,1,33,,1,100,2,,,,67,80,90,60,2,
919997,3,0,,,,,,,,2,,1,,,,,,,,,
919997,4,0,,,,,,,,2,,2,,,,,,,,,
919998,1,2,2,,1,14,1,20,,2,,,,1987,,,,,,,
920010,1,1,2,,,18,1,15,,1,100,2,,,,67,60,70,50,2,
920010,2,,,,,,,,,,,,,,,,,,,,
920010,3,,,,,,,,,,,,,,,,,,,,
920010,4,,,,,,,,,,,,,,,,,,,,
920010,5,,,,,,,,,,,,,,,,,,,,
920010,6,,,,,,,,,,,,,,,,,,,,
920013,1,3,1,1,1,18,1,23,,1,30,1,40,,55,67,70,80,60,2,
920022,1,0,,,,,,,,2,,,,,,,,,,,
920022,2,2,2,,1,20,1,5,,1,100,2,,,28,67,80,80,70,2,
920022,3,0,,,,,,,,2,,2,,,,,,,,,
920024,1,1,,20,,26,1,6,,2,,2,,2011,,,,,,,
920024,2,1,,10,,20,1,10,,2,,1,,2014,,,,,,,
920024,3,2,2,,1,26,1,30,,1,,1,,,58,,,,,2,
920027,1,3,1,10,1,25,1,10,,2,,,,2011,,,,,,,
920027,2,1,1,10,,30,1,8,,2,,,,1973,,,,,,,
920032,1,2,2,,1,20,1,35,,2,,,,2004,,,,,,,
920032,2,2,2,,1,20,1,20,,1,,2,,,38,,,,,2,
920041,1,1,2,,,20,1,5,,2,,2,,1980,,,,,,,
920041,2,3,2,,1,23,1,36,,2,,2,,2013,,,,,,,
920041,3,1,2,,,20,1,3,,1,,2,,,,,,,,2,
920045,1,3,1,6,1,20,1,16,,1,0,2,,,31,63,70,80,70,2,
920069,1,1,2,,,21,1,41,,2,,,,1998,,,,,,,
920075,1,1,2,,,22,1,34,,2,,,,2000,,,,,,,
920080,1,1,2,,,19,1,38,,2,,,,1998,,,,,,,
920080,2,3,1,2,1,23,1,36,,2,,,,2008,,,,,,,
920085,1,3,2,,3,19,1,35,,2,,,,2004,,,,,,,
920085,2,2,1,10,3,19,1,3,,2,,2,,1976,,,,,,,
920118,1,1,1,2,,18,1,10,,2,,,,2000,,,,,,,
920120,1,0,,,,,,,,2,,,,,,,,,,,
920120,2,1,1,3,,20,1,10,,1,50,1,20,,,70,20,30,10,2,
920123,1,0,,,,,,,,2,,,,,,,,,,,
920126,1,0,,,,,,,,2,,,,,,,,,,,
920126,2,1,1,2,,20,1,10,,1,10,2,,,,70,10,10,10,3,
920127,1,1,1,3,,20,1,20,,2,,,,2000,,,,,,,
920127,2,1,,2,,18,1,10,,2,,1,20,2015,,,,,,,
920130,1,1,,2,,20,1,15,,2,,1,30,2015,,,,,,,
920133,1,1,1,2,,20,1,20,,2,,,,1985,,,,,,,
920134,1,1,1,2,,18,1,20,,2,,,,2000,,,,,,,
920140,1,0,,,,,,,,2,,2,,,,,,,,,
920140,2,,,,,,,,,,,,,,,,,,,,
920143,1,1,2,,,18,1,10,,2,,,,2000,,,,,,,
920148,1,1,2,,,20,1,10,,1,10,2,,,,70,10,10,10,3,
920148,2,,,,,,,,,,,,,,,,,,,,
920151,1,1,2,,,20,1,10,,1,40,2,,,,70,50,50,30,,
920151,2,0,,,,,,,,2,,1,20,,,,,,,,
920152,1,1,1,2,,20,1,10,,2,,,,2012,,,,,,,
920155,1,1,2,,,20,1,5,,1,20,1,20,,,65,30,30,20,3,
920155,2,,,,,,,,,,,,,,,,,,,,
920159,1,1,2,,,17,1,42,,2,,,,2000,,,,,,,
920159,2,0,,,,,,,,2,,2,,,,,,,,,
920161,1,1,2,,,22,1,40,,2,,,,2013,,,,,,,
920161,2,0,,,,,,,,2,,2,,,,,,,,,
920161,3,1,2,,,30,1,3,,1,,2,,,,,,,,3,
920171,1,3,2,,1,21,1,40,,2,,,,2011,,,,,,,
920172,1,3,2,,1,27,1,35,,2,,,,1993,,,,,,,
920172,2,3,2,,1,23,1,26,,2,,,,1985,,,,,,,
920172,3,2,2,,1,31,1,6,,1,,2,,,31,,,,,,
920173,1,1,1,2,,18,1,36,,2,,,,2013,,,,,,,
920173,2,0,,,,,,,,2,,2,,,,,,,,,
920176,1,0,,,,,,,,2,,2,,,,,,,,,
920177,1,0,,,,,,,,2,,,,,,,,,,,
920177,2,0,,,,,,,,2,,2,,,,,,,,,
920177,3,1,1,10,,18,1,15,,1,90,2,,,,70,40,70,30,2,
920185,1,1,2,,,24,1,38,,2,,,,2002,,,,,,,
920185,2,0,,,,,,,,2,,2,,,,,,,,,
920187,1,3,1,5,1,18,1,12,,1,80,1,10,,33,70,50,100,50,2,
920191,1,1,1,2,,27,1,3,,1,10,2,,,,70,100,100,30,2,
920191,2,,,,,,,,,,,,,,,,,,,,
920197,1,2,1,10,1,33,1,13,,1,100,2,,,33,65,70,100,60,3,
920197,2,3,,8,1,20,1,18,,2,,1,,2014,,,,,,,
920199,1,1,1,5,,29,1,15,,1,100,2,,,,68,100,100,90,2,
920202,1,1,2,,,15,1,20,,2,,,,2014,,,,,,,
920202,2,1,2,,,25,1,39,,1,100,2,,,,67,80,82,78,,
920202,3,0,,,,,,,,2,,2,,,,,,,,,
920213,1,1,2,,,25,1,25,,1,100,2,,,,70,70,73,65,2,
920214,1,2,1,2,1,28,1,33,,2,,,,2012,,,,,,,
920215,1,4,2,,1,16,1,10,,1,80,2,,,40,70,60,62,55,2,
920215,2,3,1,4,1,20,2,,,1,100,2,,,36,65,50,52,48,2,
920218,1,2,2,,1,20,2,,,2,,2,,2014,,,,,,,
920218,2,1,1,2,,18,1,8,,1,80,2,,,,75,70,75,68,2,
920222,1,3,1,2,1,20,1,15,,1,100,2,,,35,65,80,85,75,2,
920222,2,,,,,,,,,,,,,,,,,,,,
920222,3,,,,,,,,,,,,,,,,,,,,
920225,1,1,2,,,21,1,23,,1,100,2,,,,60,80,85,78,,
920226,1,3,2,,3,20,1,38,,1,100,2,,,26,66,90,95,87,,
920226,2,8,1,5,1,21,1,15,,1,100,2,,,45,70,80,85,80,2,
920226,3,1,,3,,22,1,4,,2,,1,,2013,,,,,,,
920229,1,2,2,,1,23,1,38,,2,,,,2012,,,,,,,
920238,1,2,2,,1,25,1,10,,1,100,2,,,28,65,70,75,68,2,
920239,1,3,1,2,1,17,1,12,,1,100,2,,,28,65,70,75,65,2,
920243,1,2,2,,1,25,1,18,,1,100,2,,,35,70,70,75,65,2,
920246,1,1,2,,,16,1,29,,1,60,1,60,,,67,50,60,45,,
920246,2,0,,,,,,,,2,,2,,,,,,,,,
920279,1,3,1,2,1,25,1,11,,1,80,1,70,,41,60,100,100,90,2,
920289,1,1,2,,,40,1,10,,1,60,2,,,,60,100,100,60,2,
920290,1,1,2,,,23,1,4,,1,100,2,,,,65,100,100,100,4,
920291,1,2,1,2,1,30,1,10,,2,,,,1978,,,,,,,
920294,1,4,1,1,1,18,1,25,,1,100,2,,,45,67,70,75,60,2,
920295,1,1,2,,,16,1,10,,2,,,,1972,,,,,,,
920297,1,2,2,,1,20,1,28,,1,100,2,,,34,65,60,65,55,2,
920303,1,6,2,,1,20,1,15,,1,50,2,,,34,65,70,80,65,2,
920305,1,10,,4,1,18,1,24,,2,,1,30,2014,,,,,,,
920305,2,1,1,1,,19,1,2,,1,,2,,,,,,,,2,
920306,1,2,1,1,1,19,1,38,,2,,,,2010,,,,,,,
920307,1,3,2,,1,25,1,37,,2,,,,2002,,,,,,,
920307,2,1,2,,,30,2,,,2,,2,,1972,,,,,,,
920308,1,2,2,,3,24,1,27,,1,0,2,,,32,65,75,80,70,2,
920308,2,4,2,,1,20,1,17,,1,0,2,,,38,65,70,75,65,,
920308,3,0,,,,,,,,2,,2,,,,,,,,,
920310,1,4,1,1,1,21,1,27,,1,80,2,,,39,65,70,80,65,2,
920310,2,0,,,,,,,,2,,2,,,,,,,,,
920312,1,2,2,,1,17,1,24,,1,100,2,,,30,70,70,75,65,2,
920312,2,4,2,,1,25,1,10,,1,,2,,,35,,,,,2,
920312,3,0,,,,,,,,2,,2,,,,,,,,,
920312,4,,,,,,,,,,,,,,,,,,,,
920315,1,2,2,,1,25,1,18,,1,100,2,,,34,65,70,75,65,2,
920315,2,1,1,1,,18,1,5,,2,,2,,2003,,,,,,,
920315,3,,,,,,,,,,,,,,,,,,,,
920317,1,2,2,,1,20,1,18,,1,100,2,,,38,70,65,70,60,2,
920327,1,1,1,2,,18,1,10,,1,70,2,,,,70,60,65,58,2,
920332,1,4,1,2,1,20,1,3,,1,70,2,,,36,65,70,72,67,2,
920332,2,,,,,,,,,,,,,,,,,,,,
920333,1,3,2,,1,28,1,13,,1,100,2,,,28,65,70,75,65,2,
920333,2,6,2,,1,25,1,10,,1,,2,,,31,,,,,2,
920333,3,,,,,,,,,,,,,,,,,,,,
920341,1,1,2,,,19,1,33,,2,,,,1995,,,,,,,
920341,2,1,2,,,28,1,31,,2,,,,1996,,,,,,,
920344,1,2,2,,1,16,1,16,,2,,,,1991,,,,,,,
920344,2,0,,,,,,,,2,,,,,,,,,,,
920344,3,0,,,,,,,,2,,,,,,,,,,,
920344,4,0,,,,,,,,2,,,,,,,,,,,
920353,1,2,1,2,1,24,1,13,,1,50,1,100,,48,65,60,70,50,2,
920353,2,1,2,,,19,1,5,,2,,1,50,2016,,67,50,60,40,2,
920354,1,2,2,,1,23,1,25,,1,100,2,,,30,65,80,90,60,2,
920358,1,2,2,,1,18,1,30,,1,100,2,,,50,67,60,70,50,2,
920358,2,2,1,1,1,19,1,14,,1,100,2,,,48,65,60,70,50,2,
920358,3,0,,,,,,,,2,,2,,,,,,,,,
920360,1,1,2,,,28,1,19,,1,100,2,,,,67,60,70,50,2,
920360,2,1,2,,,24,1,10,,2,,2,,2002,,,,,,,
920360,3,,,,,,,,,,,,,,,,,,,,
920360,4,,,,,,,,,,,,,,,,,,,,
920361,1,2,2,,3,28,1,12,,1,100,2,,,33,67,60,70,50,,
920362,1,3,,1,1,22,1,6,,2,,1,50,2015,,,,,,,
920362,2,1,2,,,20,2,,,1,100,2,,,,65,50,60,40,3,
920362,3,1,2,,,18,2,,,1,60,1,50,,,67,40,50,30,2,
920368,1,2,2,,1,24,1,35,,2,,,,2006,,,,,,,
920368,2,1,2,,,23,1,4,,2,,2,,1975,,,,,,,
920371,1,3,,1,1,17,1,9,,1,20,1,30,,,,,,,,
920371,2,0,,,,,,,,2,,2,,,,,,,,,
920371,3,0,,,,,,,,2,,2,,,,,,,,,
920371,4,,,,,,,,,,,,,,,,,,,,
920375,1,1,2,,,18,1,27,,1,100,2,,,,65,60,70,50,,
920376,1,2,2,,1,20,1,6,,2,,,,2011,,,,,,,
920377,1,1,2,,,14,1,5,,1,100,2,,,,65,70,70,50,2,
920382,1,1,2,,,18,1,47,,2,,,,2003,,,,,,,
920385,1,3,2,,3,15,1,15,,2,,,,2013,,,,,,,
920390,1,6,1,4,1,18,1,17,,1,100,2,,,54,65,60,70,50,2,
920390,2,0,,,,,,,,2,,2,,,,,,,,,
920390,3,0,,,,,,,,2,,2,,,,,,,,,
920392,1,2,2,,1,16,1,35,,2,,,,1996,,,,,,,
920392,2,4,,6,1,17,1,12,,2,,1,,2013,,,,,,,
