nquest,NCOMP,nord,sex,parent,anasc,cit,aningr,motiv,staciv,studio,tipolau,votoedu,suedu,selode,annoedu,tipodip,univer,apqual,asnonoc,nace,nordp,motent,annoenus,NASCREG,NASCAREA,ireg,ETA,isco,CLETA5,QUAL,Q,SETT,CFRED,PERC,PERL,NPERL,NPERC,AREA3,AREA5,ACOM4C,ACOM5,PESOFIT
856134,3,2,1,2,1954,1,,,1,3,,,,,,,,16,,,2,,,10,2,10,62,,4,6,3,5,1,1,0,1,2,2,3,0,2,0.6986265952
856134,3,3,1,6,1990,1,,,2,7,7,110,110,0,2017,1,,11,,,3,,,9,2,10,26,,1,7,3,5,0,0,0,1,2,2,3,0,2,0.6986265952
856150,2,1,1,1,1938,1,,,1,5,,7,10,0,1957,1,2,15,4,19,1,,,10,2,10,78,,5,6,3,5,1,1,0,0,1,2,3,0,2,0.2539617792
856150,2,2,2,3,1939,1,,,1,4,,,,,,,,13,2,17,2,,,10,2,10,77,,5,7,3,5,0,0,0,0,1,2,3,0,2,0.2539617792
856177,2,1,1,1,1944,1,,,1,3,,,,,,,,15,1,4,1,,,7,1,7,72,,5,6,3,5,0,1,0,1,2,1,1,0,1,1.113837611
856177,2,2,2,2,1954,1,,,1,4,,,,,,,,1,,16,2,,,7,1,7,62,44,4,1,1,3,1,1,1,1,2,1,1,0,1,1.113837611
856218,4,1,2,1,1970,1,,,1,5,,40,60,0,1988,4,2,2,,19,1,,,9,2,9,46,23,3,2,1,4,0,1,1,2,2,2,3,2,3,0.5494953292
856218,4,2,1,2,1970,1,,,1,3,,,,,,,,1,,7,2,,,9,2,9,46,72,3,1,1,4,1,1,1,2,2,2,3,2,3,0.5494953292
856218,4,3,1,6,2001,1,,,2,3,,,,,,,,17,,,3,,,9,2,9,15,,1,7,3,5,0,0,0,2,2,2,3,2,3,0.5494953292
856218,4,4,2,6,2006,1,,,2,2,,,,,,,,17,,,4,,,9,2,9,10,,1,7,3,5,0,0,0,2,2,2,3,2,3,0.5494953292
856297,4,1,1,1,1971,1,,,1,7,1,105,110,0,1999,3,,9,,7,1,,,19,3,19,45,22,3,5,2,4,1,1,1,2,2,3,5,1,3,2.8555599048
856297,4,2,2,2,1974,1,,,1,7,9,110,110,0,2005,3,,2,,7,2,,,19,3,19,42,44,2,2,1,4,0,1,1,2,2,3,5,1,3,2.8555599048
856297,4,3,1,6,2001,1,,,2,3,,,,,,,,17,,,3,,,19,3,19,15,,1,7,3,5,0,0,0,2,2,3,5,1,3,2.8555599048
856297,4,4,1,6,2006,1,,,2,1,,,,,,,,17,,,4,,,19,3,19,10,,1,7,3,5,0,0,0,2,2,3,5,1,3,2.8555599048
856322,1,1,2,1,1934,1,,,4,2,,,,,,,,16,,,1,,,11,2,11,82,,5,6,3,5,1,1,0,0,1,2,3,1,3,0.9361695618
856327,1,1,2,1,1953,1,,,3,5,,42,60,0,1972,2,2,15,2,3,1,,,11,2,11,63,,4,6,3,5,1,1,0,0,1,2,3,1,3,0.8285034112
856328,3,1,2,1,1973,1,,,3,7,9,110,110,1,1999,3,,2,,3,1,,,11,2,11,43,41,2,2,1,2,1,1,1,1,2,2,3,1,3,2.3610892367
856328,3,2,2,7,2002,1,,,2,3,,,,,,,,17,,,2,,,11,2,11,14,,1,7,3,5,0,0,0,1,2,2,3,1,3,2.3610892367
856328,3,3,2,7,2007,1,,,2,1,,,,,,,,17,,,3,,,11,2,11,9,,1,7,3,5,0,1,0,1,2,2,3,1,3,2.3610892367
856363,2,1,2,1,1936,1,,,1,2,,,,,,,,15,1,20,2,,,9,2,8,80,,5,6,3,5,0,1,0,0,2,1,2,2,4,0.2504986423
856363,2,2,1,2,1935,1,,,1,2,,,,,,,,15,1,17,1,,,8,1,8,81,,5,6,3,5,1,1,0,0,2,1,2,2,4,0.2504986423
856374,2,1,2,1,1945,1,,,1,7,8,98,110,0,1970,3,,15,2,6,1,,,1,1,8,71,,5,6,3,5,0,1,0,0,2,1,2,2,4,0.2370839676
856374,2,2,1,2,1939,1,,,1,5,,6,10,0,1959,2,2,15,1,8,2,,,8,1,8,77,,5,6,3,5,1,1,0,0,2,1,2,2,4,0.2370839676
856430,1,1,1,1,1967,1,,,3,5,,42,60,0,1985,2,2,8,,17,1,,,11,2,11,49,22,3,5,2,3,1,1,1,1,1,2,3,1,3,2.6083684459
856674,2,1,1,1,1932,1,,,1,7,6,99,100,0,1956,3,,15,4,11,1,,,9,2,9,84,,5,6,3,5,1,1,0,0,2,2,3,2,5,0.3650029865
856674,2,2,2,2,1933,1,,,1,5,,7,10,0,1951,5,2,15,3,16,2,,,9,2,9,83,,5,6,3,5,0,1,0,0,2,2,3,2,5,0.3650029865
856688,4,1,2,1,1965,1,,,3,7,5,110,110,0,1994,2,,4,,14,1,,,9,2,9,51,14,3,3,1,4,1,1,1,2,2,2,3,2,5,0.7952193527
856688,4,2,1,3,1964,1,,,3,3,,,,,,,,1,,1,2,,,9,2,9,52,61,3,1,1,1,0,1,1,2,2,2,3,2,5,0.7952193527
856688,4,3,2,7,1995,1,,,2,5,,92,100,0,2014,2,1,17,,,3,,,9,2,9,21,,1,7,3,5,0,0,0,2,2,2,3,2,5,0.7952193527
856688,4,4,1,7,2005,1,,,2,2,,,,,,,,17,,,4,,,9,2,9,11,,1,7,3,5,0,0,0,2,2,2,3,2,5,0.7952193527
856708,3,1,1,1,1947,1,,,1,5,,7,10,0,1967,2,2,15,6,13,1,,,9,2,9,69,,5,6,3,5,1,1,0,1,3,2,3,2,5,0.4674433408
856708,3,2,2,2,1950,1,,,1,5,,7,10,0,1968,2,2,15,2,14,2,,,9,2,9,66,,5,6,3,5,0,1,0,1,3,2,3,2,5,0.4674433408
856708,3,3,1,6,1991,1,,,2,7,5,110,110,1,2016,3,,17,,,3,,,9,2,9,25,,1,7,3,5,0,1,1,1,3,2,3,2,5,0.4674433408
856731,4,1,1,1,1949,1,,,1,7,5,110,110,0,1974,3,,5,,16,1,,,19,3,9,67,23,5,3,1,3,1,1,1,3,3,2,3,2,5,0.7172192386
856731,4,2,2,2,1958,1,,,1,7,5,110,110,0,1984,3,,3,,16,2,,,9,2,9,58,23,4,2,1,3,0,1,1,3,3,2,3,2,5,0.7172192386
856731,4,3,1,6,1992,1,,,2,5,,90,100,0,2010,3,1,20,,15,3,,,9,2,9,24,11,1,5,2,3,0,1,1,3,3,2,3,2,5,0.7172192386
856731,4,4,1,6,1995,1,,,2,5,,92,100,0,2014,3,1,17,,,4,,,9,2,9,21,,1,7,3,5,0,0,0,3,3,2,3,2,5,0.7172192386
856759,1,1,1,1,1960,1,,,2,7,7,100,110,0,1985,3,,2,,13,1,,,15,3,9,56,44,4,2,1,4,1,1,1,1,1,2,3,2,5,0.5394825254
856963,2,1,2,1,1929,1,,,1,1,,,,,,,,15,1,20,2,,,12,2,20,87,,5,6,3,5,0,1,0,0,2,3,5,0,1,0.6003825585
856963,2,2,1,2,1931,1,,,1,1,,,,,,,,15,1,1,1,,,20,3,20,85,,5,6,3,5,1,1,0,0,2,3,5,0,1,0.6003825585
857044,1,1,2,1,1938,1,,,4,1,,,,,,,,16,,,1,,,16,3,16,78,,5,6,3,5,1,1,0,0,1,3,4,2,4,0.8805789222
857107,2,1,1,1,1957,1,,,1,5,,43,60,0,1976,3,1,2,,15,2,,,17,3,17,59,43,4,2,1,3,0,1,1,2,2,3,4,0,1,2.2380726657
857107,2,2,2,2,1959,1,,,1,4,,,,,,,,2,,14,1,,,17,3,17,57,43,4,2,1,4,1,1,1,2,2,3,4,0,1,2.2380726657
857172,2,1,2,1,1945,1,,,1,5,,7,10,0,1964,2,2,15,2,19,1,,,8,1,8,71,,5,6,3,5,0,1,0,0,2,1,2,2,4,0.7943899889
857172,2,2,1,2,1942,1,,,1,3,,,,,,,,15,2,3,2,,,8,1,8,74,,5,6,3,5,1,1,0,0,2,1,2,2,4,0.7943899889
857273,5,1,1,1,1966,1,,,1,4,,,,,,,,1,,3,1,,,13,3,13,50,72,3,1,1,2,1,1,1,1,1,3,4,0,2,5.4229928985
857273,5,2,2,2,1971,1,,,1,4,,,,,,,,13,,,2,,,13,3,13,45,,3,7,3,5,0,0,0,1,1,3,4,0,2,5.4229928985
857273,5,3,1,6,1998,1,,,2,3,,,,,,,,17,,,3,,,13,3,13,18,,1,7,3,5,0,0,0,1,1,3,4,0,2,5.4229928985
857273,5,4,1,6,2001,1,,,2,3,,,,,,,,17,,,4,,,13,3,13,15,,1,7,3,5,0,0,0,1,1,3,4,0,2,5.4229928985
857273,5,5,1,6,2003,1,,,2,2,,,,,,,,17,,,5,,,13,3,13,13,,1,7,3,5,0,0,0,1,1,3,4,0,2,5.4229928985
857353,2,1,1,1,1946,1,,,1,7,7,110,110,1,1984,2,,15,5,11,1,,,12,2,12,70,,5,6,3,5,1,1,0,0,1,2,3,2,3,0.7749091227
857353,2,2,2,2,1952,1,,,1,4,,,,,,,,13,,,2,,,12,2,12,64,,4,7,3,5,0,0,0,0,1,2,3,2,3,0.7749091227
857398,2,1,2,1,1953,1,,,1,5,,40,60,0,1971,2,2,8,,6,1,,,3,1,8,63,71,4,5,2,4,1,1,1,1,2,1,2,0,1,1.588481917
857398,2,2,1,2,1946,1,,,1,5,,36,60,0,1964,1,2,15,8,6,2,,,8,1,8,70,,5,6,3,5,0,1,0,1,2,1,2,0,1,1.588481917
857466,2,1,2,1,1959,1,,,1,5,,53,60,0,1978,2,1,2,,16,1,,,14,3,14,57,33,4,2,1,3,0,1,1,2,2,3,4,0,1,3.111411306
857466,2,2,1,2,1959,1,,,1,5,,40,60,0,1978,2,2,2,,15,2,,,14,3,14,57,41,4,2,1,3,1,1,1,2,2,3,4,0,1,3.111411306
857467,4,1,2,1,1962,1,,,1,2,,,,,,,,1,,17,1,,,14,3,14,54,32,3,1,1,3,0,1,1,2,3,3,4,0,1,5.8616371269
857467,4,2,1,2,1962,1,,,1,5,,10,10,0,1981,2,2,16,,,2,,,14,3,14,54,,3,6,3,5,0,1,0,2,3,3,4,0,1,5.8616371269
857467,4,3,1,6,1988,1,,,2,5,,10,10,0,2007,1,2,11,,,3,,,14,3,14,28,,1,7,3,5,0,0,0,2,3,3,4,0,1,5.8616371269
857467,4,4,2,6,1990,1,,,2,6,3,10,10,0,2013,3,,2,,17,4,,,14,3,14,26,32,1,2,1,3,1,1,1,2,3,3,4,0,1,5.8616371269
857514,3,1,2,1,1982,1,,,1,5,,68,100,0,2001,1,2,1,,19,1,,,19,3,19,34,91,1,1,1,4,0,1,1,2,2,3,5,2,4,0.9057799184
857514,3,2,1,2,1980,1,,,1,3,,,,,,,,1,,7,2,,,19,3,19,36,72,2,1,1,4,1,1,1,2,2,3,5,2,4,0.9057799184
857514,3,3,1,6,2001,1,,,2,3,,,,,,,,17,,,3,,,19,3,19,15,,1,7,3,5,0,0,0,2,2,3,5,2,4,0.9057799184
857521,2,1,2,1,1980,1,2004,2,4,3,,,,,,,,1,,7,1,,,,,19,36,52,2,1,1,4,1,1,1,1,1,3,5,2,4,0.9755361347
857521,2,2,2,7,1999,1,2004,1,2,3,,,,,,,,17,,,2,,,,,19,17,,1,7,3,5,0,0,0,1,1,3,5,2,4,0.9755361347
857549,1,1,2,1,1947,1,,,4,2,,,,,,,,16,,,1,,,19,3,19,69,,5,6,3,5,1,1,0,0,1,3,5,2,4,0.2896580412
857621,2,1,1,1,1940,1,,,1,3,,,,,,,,15,1,3,1,,,7,1,7,76,,5,6,3,5,1,1,0,1,2,1,1,3,5,0.6244617039
857621,2,2,2,2,1952,1,2000,3,1,3,,,,,,,,1,,20,2,,,,,7,64,91,4,1,1,4,0,1,1,1,2,1,1,3,5,0.6244617039
857670,1,1,1,1,1951,1,,,2,5,,36,60,0,1969,3,1,15,2,15,1,,,7,1,7,65,,5,6,3,5,1,1,0,0,1,1,1,3,5,0.5557797117
857679,2,1,1,1,1949,1,,,1,5,,39,60,0,1968,2,2,6,,11,1,,,7,1,7,67,24,5,4,2,4,1,1,1,2,2,1,1,3,5,0.7517531082
857679,2,2,2,2,1953,1,,,1,7,1,95,100,0,1976,3,,3,,16,2,,,9,2,7,63,23,4,2,1,3,0,1,1,2,2,1,1,3,5,0.7517531082
857718,1,1,2,1,1943,1,,,3,5,,10,10,0,1965,2,1,15,2,14,1,,,7,1,7,73,,5,6,3,5,1,1,0,0,1,1,1,3,5,0.6762877847
857741,2,1,1,1,1950,1,,,1,3,,,,,,,,15,2,7,1,,,7,1,7,66,,5,6,3,5,1,1,0,0,1,1,1,3,5,0.6244617039
857741,2,2,2,2,1958,1,,,1,4,,,,,,,,13,,,2,,,7,1,7,58,,4,7,3,5,0,0,0,0,1,1,1,3,5,0.6244617039
857856,4,1,1,1,1956,2,2000,3,1,1,,,,,,,,1,,6,2,,,,,3,60,71,4,1,1,4,1,1,1,1,1,1,1,0,2,5.1064414694
857856,4,2,1,6,1979,2,2007,3,1,3,,,,,,,,12,1,6,1,,,,,3,37,,2,7,3,5,0,0,0,1,1,1,1,0,2,5.1064414694
857856,4,3,2,2,1962,2,2012,2,1,1,,,,,,,,13,,,3,,,,,3,54,,3,7,3,5,0,0,0,1,1,1,1,0,2,5.1064414694
857856,4,4,2,6,1985,2,2009,2,2,3,,,,,,,,12,1,3,,2,2015,,,3,31,,1,7,3,5,0,0,0,1,1,1,1,0,2,5.1064414694
857914,1,1,2,1,1939,1,,,4,2,,,,,,,,16,,,1,,,15,3,15,77,,5,6,3,5,1,1,0,0,1,3,4,2,4,0.5039854205
858214,4,1,1,1,1968,2,1996,3,1,3,,,,,,,,12,1,4,2,,,,,1,48,,3,7,3,5,1,1,0,0,1,1,1,1,3,0.9427977904
858214,4,2,2,2,1974,2,2004,2,1,3,,,,,,,,13,,,1,,,,,1,42,,2,7,3,5,0,0,0,0,1,1,1,1,3,0.9427977904
858214,4,3,2,6,2006,2,,,2,2,,,,,,,,17,,,3,,,1,1,1,10,,1,7,3,5,0,0,0,0,1,1,1,1,3,0.9427977904
858214,4,4,2,6,2011,1,,,2,1,,,,,,,,18,,,4,,,1,1,1,5,,1,7,3,5,0,0,0,0,1,1,1,1,3,0.9427977904
858238,1,1,2,1,1984,1,,,2,7,1,8,10,0,2009,2,,2,,19,1,,,1,1,1,32,41,1,2,1,4,1,1,1,1,1,1,1,1,3,1.3212686969
858353,4,1,2,1,1970,1,,,1,5,,37,60,0,1989,2,2,10,,3,1,,,10,2,10,46,75,3,4,2,2,0,1,1,2,3,2,3,1,3,0.6297745963
858353,4,2,1,2,1963,1,,,1,5,,36,60,0,1982,3,2,1,,16,2,,,10,2,10,53,91,3,1,1,3,1,1,1,2,3,2,3,1,3,0.6297745963
858353,4,3,2,6,1997,1,,,2,5,,97,100,0,2016,3,1,17,,,3,,,10,2,10,19,,1,7,3,5,0,1,0,2,3,2,3,1,3,0.6297745963
858353,4,4,2,6,2002,1,,,2,3,,,,,,,,17,,,4,,,10,2,10,14,,1,7,3,5,0,0,0,2,3,2,3,1,3,0.6297745963
858445,1,1,2,1,1959,1,,,3,5,,40,60,0,1978,5,2,12,2,7,1,,,7,1,7,57,,4,7,3,5,1,1,0,0,1,1,1,2,3,0.3221349263
858474,2,1,2,1,1939,1,,,1,5,,7,10,0,1958,3,2,15,5,17,1,,,1,1,7,77,,5,6,3,5,1,1,0,0,2,1,1,2,3,0.2474591623
858474,2,2,1,2,1939,1,,,1,7,6,105,110,0,1963,3,,15,5,15,,2,2016,1,1,7,77,,5,6,3,5,0,1,0,0,2,1,1,2,3,0.2474591623
858481,1,1,1,1,1924,1,,,4,4,,,,,,,,15,1,3,1,,,8,1,7,92,,5,6,3,5,1,1,0,0,1,1,1,2,3,0.2432503419
858534,5,1,2,1,1973,1,,,2,5,,42,60,0,1992,2,2,4,,19,1,,,11,2,11,43,43,2,3,1,4,0,1,1,2,2,2,3,2,3,0.5892824252
858534,5,2,1,3,1972,1,,,2,7,7,104,110,0,2003,2,,3,,19,2,,,11,2,11,44,23,2,2,1,4,1,1,1,2,2,2,3,2,3,0.5892824252
858534,5,3,1,6,2008,1,,,2,1,,,,,,,,17,,,3,,,11,2,11,8,,1,7,3,5,0,0,0,2,2,2,3,2,3,0.5892824252
858534,5,4,1,6,2010,1,,,2,1,,,,,,,,17,,,4,,,11,2,11,6,,1,7,3,5,0,0,0,2,2,2,3,2,3,0.5892824252
858534,5,5,1,6,2011,1,,,2,1,,,,,,,,18,,,5,,,11,2,11,5,,1,7,3,5,0,0,0,2,2,2,3,2,3,0.5892824252
858712,4,1,1,1,1967,1,,,1,3,,,,,,,,1,,3,1,,,18,3,18,49,72,3,1,1,2,1,1,1,1,1,3,4,2,4,0.433664727
858712,4,2,2,2,1971,1,,,1,3,,,,,,,,13,,,2,,,18,3,18,45,,3,7,3,5,0,0,0,1,1,3,4,2,4,0.433664727
858712,4,3,1,6,1996,1,,,2,5,,80,100,0,2014,2,2,11,,,3,,,18,3,18,20,,1,7,3,5,0,0,0,1,1,3,4,2,4,0.433664727
858712,4,4,1,6,2001,1,,,2,3,,,,,,,,17,,,4,,,18,3,18,15,,1,7,3,5,0,0,0,1,1,3,4,2,4,0.433664727
858735,4,1,1,1,1959,1,,,1,2,,,,,,,,8,,3,1,,,18,3,18,57,61,4,5,2,2,1,1,1,1,1,3,4,2,4,0.5119635803
858735,4,2,2,2,1964,1,,,1,4,,,,,,,,13,,,2,,,18,3,18,52,,3,7,3,5,0,0,0,1,1,3,4,2,4,0.5119635803
858735,4,3,2,6,1987,1,,,2,7,9,100,110,0,2012,2,,11,,,3,,,18,3,18,29,,1,7,3,5,0,0,0,1,1,3,4,2,4,0.5119635803
858735,4,4,2,6,1992,1,,,2,5,,98,100,0,2011,2,1,17,,,4,,,18,3,18,24,,1,7,3,5,0,0,0,1,1,3,4,2,4,0.5119635803
858811,4,1,1,1,1965,1,,,1,7,6,110,110,0,1991,2,,4,,11,1,,,15,3,12,51,13,3,3,1,4,1,1,1,2,2,2,3,2,4,1.0446880983
858811,4,2,2,2,1966,1,,,1,7,6,110,110,0,1994,3,,3,,16,2,,,15,3,12,50,23,3,2,1,3,0,1,1,2,2,2,3,2,4,1.0446880983
858811,4,3,2,6,1995,1,,,2,5,,88,100,0,2014,3,1,17,,,3,,,12,2,12,21,,1,7,3,5,0,0,0,2,2,2,3,2,4,1.0446880983
858811,4,4,2,6,2000,1,,,2,3,,,,,,,,17,,,4,,,12,2,12,16,,1,7,3,5,0,0,0,2,2,2,3,2,4,1.0446880983
859244,2,1,1,1,1939,1,,,1,2,,,,,,,,15,1,8,1,,,9,2,9,77,,5,6,3,5,1,1,0,0,2,2,3,2,4,0.6919390719
859244,2,2,2,2,1941,1,,,1,2,,,,,,,,16,,,2,,,9,2,9,75,,5,6,3,5,0,1,0,0,2,2,3,2,4,0.6919390719
859261,4,1,1,1,1961,1,,,1,5,,50,60,0,1981,2,2,5,,4,1,,,3,1,3,55,41,4,3,1,2,1,1,1,3,3,1,1,2,3,0.4105971169
859261,4,2,2,2,1964,1,,,1,5,,50,60,0,1984,2,2,4,,11,2,,,15,3,3,52,12,3,3,1,4,0,1,1,3,3,1,1,2,3,0.4105971169
859261,4,3,2,6,1991,1,,,2,7,6,110,110,1,2014,3,,2,,19,,2,2015,3,1,3,25,41,1,2,1,4,0,1,1,3,3,1,1,2,3,0.4105971169
859261,4,4,1,6,1994,1,,,2,5,,80,100,0,2014,2,1,17,,,3,,,3,1,3,22,,1,7,3,5,0,0,0,3,3,1,1,2,3,0.4105971169
859293,1,1,1,1,1938,1,,,2,7,2,28,30,0,1968,6,,15,5,14,1,,,16,3,3,78,,5,6,3,5,1,1,0,0,1,1,1,2,3,0.206278575
859321,3,1,1,1,1961,1,,,1,5,,48,60,0,1981,2,1,6,,6,1,,,8,1,8,55,31,4,4,2,4,1,1,1,1,1,1,2,1,3,0.4890515424
859321,3,2,2,2,1956,1,,,1,5,,8,10,0,1974,5,2,13,,,2,,,8,1,8,60,,4,7,3,5,0,0,0,1,1,1,2,1,3,0.4890515424
859321,3,3,2,6,1997,1,,,2,5,,68,100,0,2016,2,1,17,,,3,,,8,1,8,19,,1,7,3,5,0,0,0,1,1,1,2,1,3,0.4890515424
859360,5,1,2,1,1983,1,,,1,5,,88,100,0,2002,1,2,13,,,1,,,20,3,20,33,,1,7,3,5,0,0,0,1,1,3,5,0,1,2.046103017
859360,5,2,1,2,1980,1,,,1,5,,83,100,0,2001,1,2,1,,1,2,,,20,3,20,36,72,2,1,1,1,1,1,1,1,1,3,5,0,1,2.046103017
859360,5,3,2,6,2007,1,,,2,1,,,,,,,,17,,,3,,,20,3,20,9,,1,7,3,5,0,0,0,1,1,3,5,0,1,2.046103017
859360,5,4,2,6,2012,1,,,2,1,,,,,,,,18,,,4,,,20,3,20,4,,1,7,3,5,0,0,0,1,1,3,5,0,1,2.046103017
859360,5,5,1,6,2014,1,,,2,1,,,,,,,,18,,,5,,,20,3,20,2,,1,7,3,5,0,0,0,1,1,3,5,0,1,2.046103017
859449,2,1,1,1,1946,1,,,1,3,,,,,,,,15,1,3,1,,,15,3,10,70,,5,6,3,5,1,1,0,0,2,2,3,0,2,0.2640892336
859449,2,2,2,2,1950,1,,,1,2,,,,,,,,16,,,2,,,10,2,10,66,,5,6,3,5,0,1,0,0,2,2,3,0,2,0.2640892336
859456,4,1,1,1,1964,1,,,1,5,,36,60,0,1983,3,2,2,,15,1,,,10,2,10,52,54,3,2,1,3,0,1,1,2,3,2,3,0,2,0.4457330383
859456,4,2,2,2,1965,1,,,1,5,,35,60,0,1983,5,2,3,,15,2,,,10,2,10,51,23,3,2,1,3,1,1,1,2,3,2,3,0,2,0.4457330383
859456,4,3,1,6,1992,1,,,2,6,7,110,110,1,2017,3,,17,,,3,,,10,2,10,24,,1,7,3,5,0,1,0,2,3,2,3,0,2,0.4457330383
859456,4,4,1,6,1996,1,,,2,5,,87,100,0,2015,2,1,17,,,4,,,10,2,10,20,,1,7,3,5,0,0,0,2,3,2,3,0,2,0.4457330383
859459,4,1,1,1,1961,1,,,1,5,,56,60,0,1979,2,2,4,,13,1,,,10,2,10,55,35,4,3,1,4,1,1,1,3,3,2,3,0,2,0.4968411341
859459,4,2,2,2,1963,1,,,1,3,,,,,,,,8,,3,2,,,10,2,10,53,73,3,5,2,2,0,1,1,3,3,2,3,0,2,0.4968411341
859459,4,3,1,6,1991,1,,,2,5,,75,100,0,2010,2,2,1,,3,3,,,10,2,10,25,75,1,1,1,2,0,1,1,3,3,2,3,0,2,0.4968411341
859459,4,4,1,6,1995,1,,,2,5,,7,10,0,2014,3,1,17,,,4,,,10,2,10,21,,1,7,3,5,0,0,0,3,3,2,3,0,2,0.4968411341
859507,5,1,2,1,1971,1,,,1,3,,,,,,,,13,,,1,,,16,3,16,45,,3,7,3,5,0,0,0,0,1,3,4,2,4,0.507263509
859507,5,2,1,2,1967,1,,,1,4,,,,,,,,12,1,4,2,,,16,3,16,49,,3,7,3,5,1,1,0,0,1,3,4,2,4,0.507263509
859507,5,3,1,6,1996,1,,,2,5,,70,100,0,2015,2,2,11,,,3,,,16,3,16,20,,1,7,3,5,0,0,0,0,1,3,4,2,4,0.507263509
859507,5,4,1,6,2004,1,,,2,2,,,,,,,,17,,,4,,,16,3,16,12,,1,7,3,5,0,0,0,0,1,3,4,2,4,0.507263509
859507,5,5,2,6,2010,1,,,2,1,,,,,,,,17,,,5,,,16,3,16,6,,1,7,3,5,0,0,0,0,1,3,4,2,4,0.507263509
859573,4,1,1,1,1971,1,1995,3,1,4,,,,,,,,1,,1,1,,,,,15,45,61,3,1,1,1,1,1,1,1,1,3,4,1,3,3.8755353605
859573,4,2,2,2,1976,1,2000,2,1,3,,,,,,,,13,,,2,,,,,15,40,,2,7,3,5,0,0,0,1,1,3,4,1,3,3.8755353605
859573,4,3,1,6,1995,1,2000,2,2,3,,,,,,,,11,,,3,,,,,15,21,,1,7,3,5,0,0,0,1,1,3,4,1,3,3.8755353605
859573,4,4,1,6,2001,1,,,2,3,,,,,,,,17,,,4,,,15,3,15,15,,1,7,3,5,0,0,0,1,1,3,4,1,3,3.8755353605
859587,5,1,1,1,1970,1,,,1,5,,36,60,0,1998,2,2,12,1,7,1,,,15,3,15,46,,3,7,3,5,0,0,0,1,1,3,4,1,3,2.9917969921
859587,5,2,2,2,1974,1,,,1,7,5,110,110,1,1997,2,,3,,16,2,,,15,3,15,42,23,2,2,1,3,1,1,1,1,1,3,4,1,3,2.9917969921
859587,5,3,1,6,2007,1,,,2,1,,,,,,,,17,,,3,,,15,3,15,9,,1,7,3,5,0,0,0,1,1,3,4,1,3,2.9917969921
859587,5,4,1,6,2010,1,,,2,1,,,,,,,,17,,,4,,,15,3,15,6,,1,7,3,5,0,0,0,1,1,3,4,1,3,2.9917969921
859587,5,5,2,6,2010,1,,,2,1,,,,,,,,17,,,5,,,15,3,15,6,,1,7,3,5,0,0,0,1,1,3,4,1,3,2.9917969921
859588,5,1,1,1,1980,1,,,1,3,,,,,,,,1,,6,1,,,15,3,15,36,71,2,1,1,4,1,1,1,1,1,3,4,1,3,4.6349342377
859588,5,2,2,2,1974,1,,,1,3,,,,,,,,13,,,2,,,15,3,15,42,,2,7,3,5,0,0,0,1,1,3,4,1,3,4.6349342377
859588,5,3,2,6,2002,1,,,2,3,,,,,,,,17,,,3,,,15,3,15,14,,1,7,3,5,0,0,0,1,1,3,4,1,3,4.6349342377
859588,5,4,2,6,2006,1,,,2,2,,,,,,,,17,,,4,,,15,3,15,10,,1,7,3,5,0,0,0,1,1,3,4,1,3,4.6349342377
859588,5,5,1,6,2010,1,,,2,1,,,,,,,,17,,,5,,,15,3,15,6,,1,7,3,5,0,0,0,1,1,3,4,1,3,4.6349342377
859592,5,1,1,1,1957,1,,,1,7,3,106,110,0,1982,3,,4,,17,1,,,15,3,15,59,22,4,3,1,3,1,1,1,3,3,3,4,1,3,2.0761259963
859592,5,2,2,2,1958,1,1965,1,1,5,,54,60,0,1976,3,2,4,,17,2,,,,,15,58,41,4,3,1,3,0,1,1,3,3,3,4,1,3,2.0761259963
859592,5,3,1,6,1985,1,,,2,5,,80,100,0,2005,3,2,9,,7,3,,,15,3,15,31,52,1,5,2,4,0,1,1,3,3,3,4,1,3,2.0761259963
859592,5,4,2,6,1986,1,,,2,7,9,110,110,0,2012,3,,11,,,4,,,15,3,15,30,,1,7,3,5,0,0,0,3,3,3,4,1,3,2.0761259963
859592,5,5,2,6,1990,1,,,2,7,3,105,110,0,2015,3,,17,,,5,,,15,3,15,26,,1,7,3,5,0,0,0,3,3,3,4,1,3,2.0761259963
859597,1,1,1,1,1963,1,,,2,5,,48,60,0,1981,2,2,10,,8,1,,,15,3,15,53,52,3,4,2,4,1,1,1,1,1,3,4,1,3,1.0326533325
859611,2,1,1,1,1951,1,,,1,7,3,110,110,1,1979,3,,2,,17,1,,,15,3,15,65,22,5,2,1,3,1,1,1,2,2,3,4,1,3,1.1794420347
859611,2,2,2,2,1956,1,,,1,7,9,110,110,0,1982,5,,3,,16,2,,,15,3,15,60,23,4,2,1,3,0,1,1,2,2,3,4,1,3,1.1794420347
859616,1,1,1,1,1962,1,,,3,5,,37,60,0,1981,3,2,9,,11,1,,,15,3,15,54,33,3,5,2,4,1,1,1,1,1,3,4,1,3,1.0326533325
859696,1,1,2,1,1955,1,,,4,2,,,,,,,,16,,,1,,,19,3,19,61,,4,6,3,5,1,1,0,0,1,3,5,2,4,0.4032775019
859908,1,1,1,1,1958,1,,,3,5,,55,60,0,1977,3,2,2,,10,1,,,4,1,4,58,44,4,2,1,4,1,1,1,1,1,1,2,1,3,0.5216157765
859913,1,1,2,1,1968,1,,,3,3,,,,,,,,1,,19,1,,,4,1,4,48,91,3,1,1,4,1,1,1,1,1,1,2,1,3,1.2619323772
