nquest,anabit,godabit,unipro,quopro,anposs,pro1,pro2,pro3,pro4,pro5,pro6,pro7,pro8,pro9,poss,impacq,fittonop,tfittonop,tfitto,tipoaff,dfittom,tfittom,propriet,tfitimp,tfitimp2,ritaff,supab,ancostr,bagni,valabit,aspvalabit1_1,aspvalabit1_2,aspvalabit1_3,aspvalabit1_4,aspvalabit1_5,aspvalabit2_1,aspvalabit2_2,aspvalabit2_3,aspvalabit2_4,aspvalabit2_5,altrab,naltrab,altrfab,naltrfab,teragr,nteragr,ternagr,nternagr,antic,anticipi,manstra11,tmanstra11,manstra12,tmanstra12,manstra21,tmanstra21,manstra22,tmanstra22,energia,tenergia,tenergian,ristrut,tristrut,tristrutn,debita1,ndebita1,debita2,ndebita2,debitc,ndebitc,debitd,ndebitd,debite,ndebite,debitf,ndebitf,debitg,ndebitg,chifinmut,chifincons,ritardo,credit,tcredit,debit,tdebit,mutuor,fmutrif,mutuoe,mutuorif,reapmut,mutuor3,mutuoe3,reapmut3,mutuoric,mutuoric3,casafut,ncasafut,cla_ered,cla_ered2,intpersezd,docsezd,ROTAZIONE
894447,1968,5,,,,,,,,,,,,,,,,,,,,,3,,200,,80,1955,1,40000,,,,,,40,50,10,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,1,1,2,,2,,2,,2,,,3,2,2,,2,,1,3,1,,,,,,,,,,,,1,2,2
894476,1977,1,1,100,1985,1,2,,,,,,,,1,100000,,,,,,,,500,,,95,1972,2,100000,20,30,50,0,0,,,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
894504,2000,1,1,100,2000,1,,,,,,,,,2,110000,,,,,,,,600,,,100,2000,2,160000,0,0,70,20,10,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
894506,2008,1,1,100,2008,1,2,,,,,,,,1,130000,,,,,,,,,400,,80,1977,1,120000,,,,,,80,20,0,0,0,2,,2,,2,,2,,2,,1,3000,1,1000,1,1000,2,,1,5000,,1,5000,,1,1,2,,2,,2,,2,,2,,2,,1,,2,2,,2,,2,,,,,2,,,2,2,,,,,2,2,2
894508,2006,1,1,100,1999,1,2,,,,,,,,1,65000,,,,,,,,,1000,,260,1999,2,300000,,,,,,0,50,20,30,0,1,1,2,,1,1,2,,2,,1,13000,2,,2,,2,,1,1000,,1,500,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,2
894551,1998,1,1,100,2011,2,,,,,,,,,4,,,,,,,,,300,,,100,1995,2,200000,10,10,60,10,10,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1,2,4,,1,2,1
894561,1977,1,2,50,1975,1,,,,,,,,,7,25000,2,,,,,,,600,,,200,1975,2,500000,10,60,10,10,10,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
894583,1966,1,1,100,1966,1,2,,,,,,,,2,40000,,,,,,,,450,,,90,1966,1,130000,0,0,0,100,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
894587,1961,1,1,100,1981,1,,,,,,,,,4,,,,,,,,,,200,,86,1960,1,70000,,,,,,100,0,0,0,0,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
894607,2007,2,,,,,,,,,,,,,,,,,350,1,2,,4,,,2,77,1965,1,90000,,,,,,20,30,50,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,1,1,2,,2,,2,,2,,,2,2,2,,2,,2,,,,,1,1,,,,2,,,,1,2,2
894671,2011,2,,,,,,,,,,,,,,,,,400,1,2,,4,,,2,45,1970,1,70000,,,,,,70,30,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
894682,1983,1,1,100,1983,1,,,,,,,,,1,50000,,,,,,,,500,,,60,1968,1,100000,50,30,20,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
894791,2000,5,,,,,,,,,,,,,,,,,,,,,3,,300,,90,1995,2,90000,,,,,,100,0,0,0,0,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,1,1,1,,,,,,,,2,,,,1,2,2
894792,2002,1,1,100,2000,1,2,,,,,,,,7,180000,,,,,,,,,300,,120,2000,2,200000,,,,,,100,0,0,0,0,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1,1,,2,1,2,2
894795,1990,1,1,100,1992,1,,,,,,,,,4,,,,,,,,,350,,,90,1968,1,90000,100,0,0,0,0,,,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1,2,3,,1,2,1
894797,1986,1,1,100,1986,1,2,,,,,,,,2,25000,,,,,,,,,350,,74,1983,1,100000,,,,,,100,0,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1,1,,2,1,1,2
894875,1996,1,1,100,1996,1,,,,,,,,,1,45000,,,,,,,,400,,,100,1800,1,130000,0,0,40,60,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
894884,1963,1,1,100,1994,1,,,,,,,,,4,,,,,,,,,,400,,120,1400,1,150000,,,,,,0,0,100,0,0,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
894887,2008,4,,,,,,,,,,,,,,,,,,,,,1,500,,,90,1900,2,120000,0,0,100,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,2,2,1
894924,1976,1,1,100,1975,2,,,,,,,,,7,10000,,,,,,,,600,,,150,1975,2,150000,20,0,80,0,0,,,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1,1,2,,1,2,1
894926,1990,2,,,,,,,,,,,,,,,,,30,6,1,300,7,,,2,70,1950,1,70000,,,,,,0,50,50,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,1,2,3,1,2,,,,,,,,,,1,2,2
894946,1989,1,1,100,1989,1,,,,,,,,,1,76000,,,,,,,,800,,,240,1970,2,350000,0,0,100,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,1,1,2,,2,,2,,2,,2,,2,,1,,2,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
894951,2010,1,1,100,2010,1,2,,,,,,,,1,200000,,,,,,,,,550,,110,1991,2,200000,,,,,,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,1,1,2,,2,,2,,2,,2,,2,,1,,2,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,2
894956,2006,1,1,100,2006,1,,,,,,,,,2,180000,,,,,,,,,400,,95,2006,2,180000,,,,,,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,2
894987,2001,1,1,100,2000,1,2,,,,,,,,1,125000,,,,,,,,1000,,,350,1968,2,650000,0,10,80,10,0,,,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,,1,2,,2,,2,,1,1,2,,2,,2,,,1,2,2,,2,,2,,,,,1,1,,,,,,,,1,2,1
895030,1936,1,1,100,1936,1,,,,,,,,,8,110000,,,,,,,,500,,,70,1936,1,150000,20,20,20,20,20,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,1,1
895073,1985,4,,,,,,,,,,,,,,,,,,,,,2,400,,,90,1975,2,160000,0,100,0,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,1
895076,1995,1,1,100,1995,1,,,,,,,,,1,55000,,,,,,,,400,,,70,1970,1,145000,0,100,0,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
895079,1985,4,,,,,,,,,,,,,,,,,,,,,2,,500,,85,1960,1,200000,,,,,,0,100,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
895086,1984,1,1,100,1984,1,,,,,,,,,1,50000,,,,,,,,,450,,80,1976,1,156000,,,,,,0,100,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
895099,2006,2,,,,,,,,,,,,,,,,,300,1,2,,4,,,2,70,1975,1,170000,0,100,0,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,1,1
895106,2002,1,1,100,2002,1,,,,,,,,,1,120000,,,,,,,,,500,,90,2002,2,260000,,,,,,0,100,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
895184,1987,1,1,100,1987,1,2,,,,,,,,1,50000,,,,,,,,,700,,80,1987,1,220000,,,,,,20,30,30,10,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
895194,1985,1,1,100,1985,1,,,,,,,,,2,50000,,,,,,,,400,,,75,1960,1,120000,30,40,20,10,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,1,2000,2,,,,,2,,,2,2,1,1,2,,1,2,1
895197,1994,1,1,100,1995,2,3,,,,,,,,5,200000,,,,,,,,1000,,,280,1994,2,450000,0,50,40,10,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
895204,1999,1,1,100,1999,1,,,,,,,,,1,45000,,,,,,,,400,,,60,1960,1,100000,40,30,20,10,0,,,,,,2,,2,,2,,2,,2,,1,250,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
895209,2002,1,1,100,2002,1,2,,,,,,,,1,200000,,,,,,,,,500,,100,2002,2,220000,,,,,,50,10,40,0,0,2,,2,,2,,2,,2,,1,250,2,,2,,2,,1,,1,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
895238,1995,4,,,,,,,,,,,,,,,,,,,,,2,,500,,85,1990,1,140000,,,,,,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
895376,1996,1,1,100,1998,1,,,,,,,,,2,160000,,,,,,,,,600,,110,1994,2,200000,,,,,,20,30,40,5,5,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
895382,1968,1,1,100,1968,1,2,,,,,,,,7,5000,,,,,,,,500,,,135,1968,1,250000,0,25,50,25,0,,,,,,1,1,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,1,1,2,,,4,2,2,,2,,2,,,,,1,1,,,,,,,,1,1,1
895384,1990,1,1,100,1990,1,2,,,,,,,,1,120000,,,,,,,,800,,,110,1965,2,200000,0,0,100,0,0,,,,,,2,,2,,2,,1,1,2,,1,9200,1,5000,2,,2,,1,1500,,1,1500,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,1,1
895423,2003,1,1,100,2000,1,2,,,,,,,,7,80000,,,,,,,,500,,,140,2000,2,180000,0,0,50,50,0,,,,,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
895479,2010,2,,,,,,,,,,,,,,,,,450,9,1,700,5,,,2,90,2009,2,250000,0,0,100,0,0,,,,,,1,1,2,,2,,2,,2,,2,,2,,2,,1,1500,2,,,2,,,,,2,,2,,2,,2,,1,1,2,,,4,2,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
895512,2009,1,1,100,2009,1,,,,,,,,,2,300000,,,,,,,,800,,,80,2008,1,250000,0,40,60,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,1,1,2,,2,,2,,2,,2,,2,,1,,2,2,,2,,2,,,,,2,,,2,2,1,2,3,,1,2,1
895540,1970,1,1,100,1970,1,,,,,,,,,4,,,,,,,,,,300,,100,1600,2,150000,,,,,,40,60,0,0,0,2,,2,,2,,2,,2,,1,1000,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
895624,1966,1,1,100,1966,1,2,,,,,,,,4,,,,,,,,,900,,,100,1960,2,200000,0,0,100,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,1,1,2,,2,,2,,2,,,2,2,2,,2,,1,2,1,,,,,,,,1,2,3,,1,2,1
895677,1980,1,1,100,1980,1,2,,,,,,,,1,100000,,,,,,,,,600,,130,1978,2,250000,,,,,,10,20,40,20,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
895679,1954,1,1,100,1954,1,,,,,,,,,4,,,,,,,,,,300,,80,1953,1,70000,,,,,,10,10,20,20,40,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
895690,1979,1,1,100,1978,1,,,,,,,,,2,6000,,,,,,,,400,,,80,1978,2,120000,10,10,20,30,30,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1,1,2,,1,2,1
895730,2000,1,1,100,2000,1,2,,,,,,,,2,270000,,,,,,,,,550,,130,2000,2,350000,,,,,,0,0,100,0,0,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,,1,1,,1,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1,1,,3,1,2,2
895742,1982,1,1,100,1982,1,,,,,,,,,1,40000,,,,,,,,400,,,85,1979,1,150000,0,0,100,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,500,,1,500,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1,1,1,,1,2,1
895757,1999,4,,,,,,,,,,,,,,,,,,,,,2,400,,,90,1970,1,250000,0,0,30,60,10,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,1,1
895774,1969,1,1,100,1997,1,,,,,,,,,4,,,,,,,,,400,,,100,1900,1,60000,0,0,30,60,10,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
895776,1995,1,1,100,2000,2,3,,,,,,,,1,70000,,,,,,,,400,,,80,1990,2,120000,0,0,100,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
895833,2004,1,1,100,2000,1,,,,,,,,,7,100000,,,,,,,,,1000,,300,2000,2,750000,,,,,,40,20,20,10,10,1,2,2,,1,1,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,1,2
895837,1970,1,1,100,1970,1,,,,,,,,,4,,,,,,,,,300,,,70,1940,1,50000,30,20,30,10,10,,,,,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
895840,1952,5,,,,,,,,,,,,,,,,,,,,,1,250,,,80,1950,1,150000,60,10,10,10,10,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,1
895849,2000,2,,,,,,,,,,,,,,,,,380,1,2,,4,,,2,70,1920,1,80000,15,20,50,10,5,,,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,1,1
895873,1977,1,1,100,1977,1,,,,,,,,,1,8000,,,,,,,,,350,,70,1800,1,160000,,,,,,20,20,20,20,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
895876,1965,1,1,100,1965,1,,,,,,,,,4,,,,,,,,,500,,,90,1960,2,200000,20,20,20,20,20,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
895972,1984,2,,,,,,,,,,,,,,,,,200,1,2,,4,,,2,65,1960,1,80000,10,20,20,10,40,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
896060,2008,2,,,,,,,,,,,,,,,,,560,2,2,,4,,,2,90,1992,2,200000,,,,,,0,20,80,0,0,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1,1,,2,1,2,2
896079,2016,1,1,100,2013,1,,,,,,,,,4,,,,,,,,,,500,,140,1970,2,150000,,,,,,0,0,100,0,0,1,1,2,,2,,2,,2,,1,5000,1,25000,2,,2,,1,,1,1,,1,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
896124,1980,1,1,100,1980,1,,,,,,,,,7,35000,,,,,,,,400,,,100,1980,2,80000,0,0,100,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
896130,1980,1,1,100,1978,1,2,,,,,,,,7,40000,,,,,,,,500,,,90,1978,2,100000,0,20,70,10,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
896277,2015,2,,,,,,,,,,,,,,,,,1300,2,1,1600,5,,,2,250,1700,2,700000,100,0,0,0,0,,,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
896326,1969,1,1,100,1969,1,2,,,,,,,,7,4500,,,,,,,,,800,,110,1968,2,450000,,,,,,10,10,50,20,10,2,,2,,2,,2,,2,,1,1500,2,,2,,2,,1,600,,1,600,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
896341,1986,1,1,100,1986,1,2,,,,,,,,1,60000,,,,,,,,,850,,110,1969,1,200000,,,,,,0,5,80,15,0,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,,1,1,,1,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,2
896353,2013,1,1,100,2013,1,2,,,,,,,,1,440000,,,,,,,,1600,,,150,1965,2,500000,0,5,90,5,0,,,,,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,1,6000,,1,3000,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
896365,1974,2,,,,,,,,,,,,,,,,,500,1,2,,4,,,2,78,1900,1,250000,,,,,,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
896366,2003,1,1,100,2003,1,,,,,,,,,1,300000,,,,,,,,750,,,110,1960,2,200000,10,10,60,10,10,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,1300,,1,1,2,,2,,2,,2,,2,,2,,1,,2,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,1
896378,1948,1,1,100,1986,1,,,,,,,,,5,40000,,,,,,,,800,,,93,1947,1,250000,20,20,20,20,20,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
896404,1973,1,1,100,2003,1,2,,,,,,,,3,110000,,,,,,,,,900,,90,1970,1,260000,,,,,,5,5,5,5,80,2,,2,,2,,1,1,2,,2,,1,2500,2,,2,,1,2500,,1,400,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
896413,1995,2,,,,,,,,,,,,,,,,,250,5,1,1000,7,,,2,100,1932,1,500000,,,,,,10,20,40,20,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
896421,1988,1,1,100,1988,1,,,,,,,,,1,30000,,,,,,,,,300,,90,1950,1,250000,,,,,,20,40,40,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
896432,1979,1,1,100,1979,1,2,,,,,,,,1,15000,,,,,,,,700,,,150,1965,2,350000,5,5,5,80,5,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,,1,2,,,2,,2,,2,,2,,2,,2,,2,,,,,1,1000,2,,2,,,,,2,,,2,2,1,1,4,,1,2,1
896534,2012,1,1,100,2012,1,2,,,,,,,,1,430000,,,,,,,,1200,,,125,1927,2,450000,20,30,40,10,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,1500,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1,5,5,,1,2,1
896539,2005,5,,,,,,,,,,,,,,,,,,,,,3,,600,,60,2004,1,140000,,,,,,15,30,30,15,10,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
896570,2010,1,1,100,2009,1,,,,,,,,,1,180000,,,,,,,,,800,,76,1940,1,210000,,,,,,0,0,100,0,0,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,3000,,1,1000,,1,1,2,,2,,2,,2,,2,,2,,1,,2,2,,2,,2,,,,,2,,,2,2,1,1,,2,1,2,2
896576,2011,1,1,100,2010,1,2,,,,,,,,1,300000,,,,,,,,1000,,,90,1950,1,300000,10,20,60,7,3,,,,,,2,,1,1,2,,2,,2,,2,,1,700,2,,2,,2,,,2,,,1,1,2,,2,,2,,2,,2,,2,,4,,2,2,,2,,2,,,,,2,,,2,2,1,2,3,,1,2,1
896591,2010,1,1,100,2011,1,,,,,,,,,1,250000,,,,,,,,,700,,130,1986,2,280000,,,,,,50,30,20,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,2
896594,2016,5,,,,,,,,,,,,,,,,,,,,,4,250,,,60,1950,1,200000,20,20,30,20,10,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,1,2000,2,,,,,2,,,2,2,,,,,1,2,1
896608,2012,1,1,100,2012,1,2,,,,,,,,1,195000,,,,,,,,800,,,75,1967,1,240000,10,20,50,20,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,1,1,2,,2,,2,,2,,2,,2,,4,,2,2,,2,,2,,,,,2,,,2,2,1,2,3,,1,2,1
896627,1960,1,1,100,1960,1,,,,,,,,,4,,,,,,,,,,200,,180,1940,2,160000,,,,,,90,7,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
896629,1940,1,1,100,1940,1,2,,,,,,,,4,,,,,,,,,200,,,150,1710,2,80000,40,50,5,4,1,,,,,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
896749,1996,1,1,100,1996,1,,,,,,,,,1,120000,,,,,,,,450,,,95,1978,2,110000,0,10,70,20,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,1
