nquest,anabit,godabit,unipro,quopro,anposs,pro1,pro2,pro3,pro4,pro5,pro6,pro7,pro8,pro9,poss,impacq,fittonop,tfittonop,tfitto,tipoaff,dfittom,tfittom,propriet,tfitimp,tfitimp2,ritaff,supab,ancostr,bagni,valabit,aspvalabit1_1,aspvalabit1_2,aspvalabit1_3,aspvalabit1_4,aspvalabit1_5,aspvalabit2_1,aspvalabit2_2,aspvalabit2_3,aspvalabit2_4,aspvalabit2_5,altrab,naltrab,altrfab,naltrfab,teragr,nteragr,ternagr,nternagr,antic,anticipi,manstra11,tmanstra11,manstra12,tmanstra12,manstra21,tmanstra21,manstra22,tmanstra22,energia,tenergia,tenergian,ristrut,tristrut,tristrutn,debita1,ndebita1,debita2,ndebita2,debitc,ndebitc,debitd,ndebitd,debite,ndebite,debitf,ndebitf,debitg,ndebitg,chifinmut,chifincons,ritardo,credit,tcredit,debit,tdebit,mutuor,fmutrif,mutuoe,mutuorif,reapmut,mutuor3,mutuoe3,reapmut3,mutuoric,mutuoric3,casafut,ncasafut,cla_ered,cla_ered2,intpersezd,docsezd,ROTAZIONE
896764,2014,2,,,,,,,,,,,,,,,,,250,1,2,,4,,,2,70,1965,1,50000,,,,,,100,0,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,2,2,2
896842,1984,1,1,100,1978,1,2,,,,,,,,1,55000,,,,,,,,,500,,70,1960,1,100000,,,,,,20,10,20,30,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,2
896856,2010,2,,,,,,,,,,,,,,,,,500,1,2,,4,,,2,95,1990,1,150000,,,,,,30,30,40,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,2
896875,1976,1,1,100,1964,1,2,,,,,,,,7,25000,,,,,,,,600,,,90,1964,2,330000,5,10,60,20,5,,,,,,2,,2,,2,,2,,2,,2,,1,15000,2,,2,,1,750,,2,,,2,,2,,1,1,2,,2,,2,,2,,,1,2,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,1
896897,1998,1,1,100,1991,1,,,,,,,,,4,,,,,,,,,2000,,,200,1960,2,700000,10,20,40,30,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1,1,3,,1,2,1
896902,1998,5,,,,,,,,,,,,,,,,,,,,,4,,500,,70,1996,1,170000,,,,,,5,25,50,15,5,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
896927,1990,1,1,100,1980,1,2,,,,,,,,4,,,,,,,,,,400,,95,1980,2,170000,,,,,,20,20,20,20,20,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
896981,1963,1,1,100,1963,1,,,,,,,,,4,,,,,,,,,500,,,180,1890,2,500000,0,0,100,0,0,,,,,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1,1,2,,1,2,1
896988,1970,3,2,50,2015,1,,,,,,,,,4,,2,,,,,,,,500,,300,1960,2,300000,,,,,,20,30,50,0,0,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,1,2
896995,1992,1,1,100,1980,1,,,,,,,,,4,,,,,,,,,,500,,200,1835,2,150000,,,,,,100,0,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1,1,,1,1,2,2
896996,1996,1,1,100,1995,1,,,,,,,,,7,250000,,,,,,,,1500,,,350,1995,2,400000,10,15,40,30,5,,,,,,1,1,2,,2,,2,,2,,1,3000,2,,2,,2,,2,,,2,,,1,2,2,,2,,2,,2,,2,,2,,4,,2,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,1
897030,1921,1,1,100,1921,1,,,,,,,,,8,160000,,,,,,,,,500,,70,1920,1,220000,,,,,,20,20,20,20,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,1,2
897127,1970,1,1,100,1970,1,2,,,,,,,,1,90000,,,,,,,,700,,,150,1960,2,190000,30,20,40,5,5,,,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,1,,,,,1,2,1
897134,1982,1,1,100,1982,1,,,,,,,,,2,200000,,,,,,,,1000,,,200,1980,2,600000,60,30,0,5,5,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
897225,1973,1,1,100,1972,1,,,,,,,,,8,15000,,,,,,,,,500,,70,1970,1,150000,,,,,,40,30,20,10,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
897226,1970,1,1,100,1970,1,,,,,,,,,1,20000,,,,,,,,400,,,60,1965,1,120000,20,10,40,20,10,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
897228,1987,1,1,100,1987,1,,,,,,,,,7,100000,,,,,,,,,600,,100,1980,2,250000,,,,,,40,30,20,10,0,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
897263,2000,1,1,100,2000,1,,,,,,,,,4,,,,,,,,,500,,,70,1960,1,160000,5,10,70,15,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1,1,2,,1,2,1
897265,2013,2,,,,,,,,,,,,,,,,,600,4,2,,3,,,2,70,1980,1,150000,0,0,100,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1,1,3,,1,2,1
897397,1989,5,,,,,,,,,,,,,,,,,,,,,2,400,,,80,1965,1,160000,0,100,0,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
897414,1981,2,,,,,,,,,,,,,,,,,230,6,2,,7,,,2,70,1970,1,140000,100,0,0,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
897435,1972,1,1,100,1972,1,2,,,,,,,,1,65000,,,,,,,,,350,,98,1952,1,130000,,,,,,40,30,20,5,5,2,,2,,2,,2,,2,,2,,1,6200,2,,2,,2,,,1,,1,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
897442,1984,1,1,100,1984,2,,,,,,,,,1,40000,,,,,,,,,450,,100,1970,2,230000,,,,,,20,80,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
897572,2010,2,,,,,,,,,,,,,,,,,400,1,2,,4,,,2,57,1960,1,150000,,,,,,0,100,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,2
897604,2011,2,,,,,,,,,,,,,,,,,320,1,2,,4,,,2,70,1976,1,130000,,,,,,100,0,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,2
897616,2013,2,,,,,,,,,,,,,,,,,350,1,2,,4,,,2,70,1970,1,140000,,,,,,100,0,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,2
897635,1966,1,2,75,1966,1,,,,,,,,,7,25000,2,,,,,,,,500,,70,1966,1,200000,,,,,,0,100,0,0,0,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
897636,1987,1,1,100,1979,1,2,,,,,,,,2,22000,,,,,,,,600,,,110,1978,2,150000,0,0,100,0,0,,,,,,2,,2,,1,1,2,,2,,1,2000,2,,2,,2,,1,1200,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
897676,1944,1,1,100,2000,1,,,,,,,,,4,,,,,,,,,350,,,80,1940,1,150000,0,0,100,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,1,1,2,,2,,2,,2,,,3,2,2,,2,,2,,,,,1,1,,,,,,,,1,2,1
897683,2001,1,1,100,2001,1,,,,,,,,,7,100000,,,,,,,,,400,,110,1993,2,170000,,,,,,0,0,100,0,0,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,2
897686,1990,4,,,,,,,,,,,,,,,,,,,,,2,,400,,140,1985,2,150000,,,,,,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
897705,1989,1,1,100,1990,1,,,,,,,,,2,50000,,,,,,,,,500,,85,1987,2,130000,,,,,,0,20,50,20,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
897712,2007,1,1,100,2007,1,,,,,,,,,1,90000,,,,,,,,,400,,90,1980,2,140000,,,,,,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,2
897713,2011,1,1,100,2007,1,,,,,,,,,1,90000,,,,,,,,,400,,115,1980,1,120000,,,,,,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,1,1,2,,2,,2,,2,,2,,2,,1,,2,2,,1,10000,2,,,,,2,,,2,2,2,,,,1,2,2
897715,2007,1,1,100,2007,1,,,,,,,,,4,,,,,,,,,500,,,90,2005,2,90000,0,0,100,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,1
897782,1972,1,1,100,1972,1,,,,,,,,,2,10000,,,,,,,,,600,,130,1972,2,300000,,,,,,0,0,100,0,0,1,1,2,,2,,2,,2,,2,,1,10000,2,,2,,2,,,1,1000,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
897808,2002,1,1,100,2002,1,,,,,,,,,2,125000,,,,,,,,400,,,82,2000,1,100000,0,0,100,0,0,,,,,,2,,2,,2,,2,,2,,1,2000,2,,2,,2,,2,,,2,,,1,1,2,,2,,2,,2,,2,,2,,1,,2,2,,2,,2,,,,,2,,,2,2,1,1,2,,1,2,1
897828,1990,1,1,100,1985,1,2,,,,,,,,1,110000,,,,,,,,450,,,118,1893,2,400000,100,0,0,0,0,,,,,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
897837,1992,1,1,100,1992,1,2,,,,,,,,7,145000,,,,,,,,,1000,,150,1992,2,450000,,,,,,0,100,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
897853,2005,5,,,,,,,,,,,,,,,,,,,,,1,500,,,105,1971,1,160000,20,30,50,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1,2,3,,1,2,1
897859,2006,2,,,,,,,,,,,,,,,,,700,2,2,,4,,,2,95,2004,2,250000,,,,,,20,0,0,0,80,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1,1,,1,1,2,2
897870,2012,1,1,100,2014,1,,,,,,,,,2,144000,,,,,,,,,600,,45,2010,1,120000,,,,,,0,10,80,10,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,1,1,2,,2,,1,1,2,,2,,2,,3,1,2,2,,2,,1,2,1,,,,,,,,1,1,,3,1,2,2
897876,1979,1,1,100,1979,1,,,,,,,,,4,,,,,,,,,,300,,110,1962,2,200000,,,,,,30,30,20,10,10,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
897893,1980,1,1,100,1980,2,,,,,,,,,1,20000,,,,,,,,,200,,60,1945,1,35000,,,,,,50,30,20,0,0,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
897925,1978,1,1,100,1970,2,,,,,,,,,4,,,,,,,,,500,,,100,1897,2,200000,0,0,100,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1,1,2,,2,2,1
897935,1974,1,1,100,1973,1,,,,,,,,,7,140000,,,,,,,,,450,,150,1970,2,137000,,,,,,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
897989,1989,1,1,100,1989,1,2,,,,,,,,4,,,,,,,,,700,,,80,1988,2,250000,0,0,100,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
897995,1974,1,1,100,1974,1,,,,,,,,,1,5000,,,,,,,,550,,,70,1800,1,100000,0,0,100,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
898029,1974,2,,,,,,,,,,,,,,,,,100,6,2,,7,,,2,65,1970,1,80000,0,100,0,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
898032,1970,2,,,,,,,,,,,,,,,,,200,6,2,,7,,,2,70,1965,1,110000,100,0,0,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
898051,1993,2,,,,,,,,,,,,,,,,,300,1,2,,4,,,2,80,1950,2,145000,,,,,,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
898053,1990,4,,,,,,,,,,,,,,,,,,,,,2,350,,,70,1960,1,120000,0,100,0,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
898057,1987,4,,,,,,,,,,,,,,,,,,,,,2,400,,,70,1960,1,100000,0,100,0,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
898071,2013,5,,,,,,,,,,,,,,,,,,,,,4,,450,,80,1976,1,140000,,,,,,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
898090,1996,1,1,100,1996,1,,,,,,,,,4,,,,,,,,,,350,,90,1970,2,90000,,,,,,0,0,80,10,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
898138,1985,1,1,100,1985,1,2,,,,,,,,2,80000,,,,,,,,1200,,,237,1985,2,330000,0,0,100,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,1,1
898191,1992,4,,,,,,,,,,,,,,,,,,,,,1,400,,,120,1972,2,250000,10,10,70,5,5,,,,,,1,3,2,,2,,1,1,2,,2,,2,,2,,2,,2,,,2,,,2,,1,1,2,,2,,2,,2,,2,,4,,1,2,,2,,2,,,,,2,,,2,2,1,2,5,,1,2,1
898208,2013,2,,,,,,,,,,,,,,,,,350,1,2,,4,,,2,100,1800,2,220000,0,0,100,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,1,1,2,,2,,2,,2,,,2,2,2,,2,,2,,,,,1,1,,,,1,1,3,,1,2,1
898220,2007,1,1,100,1999,1,,,,,,,,,1,500000,,,,,,,,,1000,,300,1300,2,1000000,,,,,,50,50,0,0,0,1,2,1,1,1,2,1,2,2,,2,,1,5000,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1,3,,5,1,2,2
898288,2009,2,,,,,,,,,,,,,,,,,450,9,2,,4,,,2,80,1980,1,250000,,,,,,0,0,80,20,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,1,,,,,,1,2,2
898326,1995,1,1,100,1995,1,,,,,,,,,1,200000,,,,,,,,150,,,110,1990,1,250000,0,0,100,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
898380,1945,1,1,100,1940,1,2,,,,,,,,4,,,,,,,,,,300,,120,1940,1,80000,,,,,,10,30,30,20,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
898387,1960,1,1,100,1960,1,,,,,,,,,4,,,,,,,,,,300,,70,1960,1,60000,,,,,,10,20,30,20,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
898390,1952,1,1,100,1952,1,,,,,,,,,4,,,,,,,,,200,,,60,1940,1,50000,20,10,40,20,10,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
898401,2010,1,1,100,2000,1,,,,,,,,,4,,,,,,,,,,300,,80,1900,1,130000,,,,,,10,40,30,10,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,,1,1,,1,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,1,1,,,,,,,,1,2,2
898416,1976,5,,,,,,,,,,,,,,,,,,,,,1,300,,,120,1940,2,80000,20,10,40,20,10,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
898434,1979,1,1,100,1979,1,,,,,,,,,7,20000,,,,,,,,400,,,120,1979,2,150000,10,20,30,30,10,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,1,1
898442,1960,1,1,100,1993,1,,,,,,,,,4,,,,,,,,,,400,,69,1960,1,95000,,,,,,10,20,30,20,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
898590,2002,2,,,,,,,,,,,,,,,,,450,2,2,,4,,,2,93,1890,1,200000,,,,,,100,0,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,2
898591,2001,1,1,100,1980,1,2,,,,,,,,7,30000,,,,,,,,,600,,100,1980,2,240000,,,,,,0,100,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
898594,1999,1,1,100,1999,1,,,,,,,,,1,60000,,,,,,,,,500,,70,1990,1,130000,,,,,,100,0,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
898633,1982,1,1,100,1975,1,,,,,,,,,1,6000,,,,,,,,,600,,70,1971,1,130000,,,,,,30,20,30,10,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
898640,1965,1,1,100,1965,1,2,,,,,,,,1,1000,,,,,,,,350,,,65,1960,1,90000,30,30,30,10,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
898659,2003,1,1,100,2003,1,,,,,,,,,1,250000,,,,,,,,,700,,140,2000,2,300000,,,,,,20,30,20,30,0,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,2
898661,2003,1,1,100,2003,1,,,,,,,,,1,127000,,,,,,,,,600,,45,1990,2,150000,,,,,,0,30,30,20,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1,1,,2,1,2,2
898667,2009,1,1,100,2009,1,2,,,,,,,,1,150000,,,,,,,,,500,,65,2000,1,160000,,,,,,0,30,30,30,10,2,,2,,2,,2,,1,30000,2,,2,,2,,2,,2,,,2,,,1,1,2,,2,,2,,2,,2,,2,,1,,2,2,,2,,1,1,1,,,,,,,,1,2,,3,1,2,2
898673,2010,5,,,,,,,,,,,,,,,,,,,,,5,,600,,100,1960,2,300000,,,,,,30,30,20,20,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,2
898674,1983,1,1,100,1982,1,2,,,,,,,,4,,,,,,,,,400,,,169,1982,2,160000,20,20,20,20,20,,,,,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
898678,2000,1,1,100,2000,1,2,,,,,,,,1,67000,,,,,,,,,450,,120,1963,2,130000,,,,,,30,30,20,20,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1,1,,2,1,2,2
898680,1979,1,1,100,1977,1,,,,,,,,,2,15000,,,,,,,,400,,,117,1977,2,140000,0,0,20,50,30,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
898682,1995,5,,,,,,,,,,,,,,,,,,,,,1,,300,,80,1930,1,60000,,,,,,40,20,40,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,1,3000,2,,,,,2,,,2,2,1,2,,2,2,2,2
898699,1981,1,1,100,1981,1,,,,,,,,,4,,,,,,,,,,300,,100,1981,1,80000,,,,,,50,30,20,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,1,1,,,,1,1,,2,1,2,2
898811,2010,5,,,,,,,,,,,,,,,,,,,,,1,,600,,50,1990,1,120000,,,,,,0,100,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1,2,,3,1,2,2
898816,2005,5,,,,,,,,,,,,,,,,,,,,,1,,400,,50,1970,1,80000,,,,,,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,1,4000,2,,,,,2,,,2,2,1,2,,3,1,2,2
898823,2011,5,,,,,,,,,,,,,,,,,,,,,4,,500,,50,1990,1,100000,,,,,,100,0,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,1,5000,2,,,,,2,,,2,2,1,1,,1,1,2,2
898977,2004,1,1,100,2004,1,,,,,,,,,1,180000,,,,,,,,600,,,90,1968,2,250000,0,0,100,0,0,,,,,,1,1,2,,2,,2,,2,,2,,1,1500,2,,2,,2,,,1,750,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
